File,Affinity,SMILES
out_17788_EGFR.pdbqt,-6.9,CC=CC=C(OC)C(=CC(=O)NCC=CCN1CCC(C)CC1)CNC=O
out_17789_EGFR.pdbqt,-7.6,COC1C=CC(C)N(CC2CCC(C)CCNCC=CCN2C(=O)C2=CNC2=O)C1
out_17790_EGFR.pdbqt,-7.3,C=NCC(=CC(=O)Nc1ccc(N2CCC(C)CC2)cc1)Nc1ccccc1OC
out_17791_EGFR.pdbqt,-8.0,O=C1NC=CC1C(=O)N1CC=CC(NCCCP2CC2)C1CNC1=CC=CC=CC1F
out_17793_EGFR.pdbqt,-7.4,Cc1ccccc1C1=CC(Nc2ccc(N3CCN(C)CC3)cc2O)C(=O)NC1
out_17794_EGFR.pdbqt,-8.4,NC1C=CC(CC2=CC=C=BC2O)=C(Nc2ccc(N3CCCNCC3)cc2)C1
out_17795_EGFR.pdbqt,-7.9,CN1CCN(c2ccc(NC(=O)C3=C(Nc4ccccc4)C=CC3=O)cc2)CC1
out_17796_EGFR.pdbqt,-7.7,CN1CCNc2ccc(cc2)NCC2=CNc3ccc(c(c3)CC1)C(O)=CN2
out_17797_EGFR.pdbqt,-7.3,C=C1C=CC(NCC2=CNC(C)OC2C(=O)Nc2ccc(N3CCN(C)CC3)cc2)=CN1
out_17798_EGFR.pdbqt,-7.5,C=CC(=CCN-CNC1C2=CNc3cc(ccc31)C=CNCO2)NCCN(C)CC
out_17799_EGFR.pdbqt,-7.8,O=C1NC2=CC3=C1C2N1C=CC(=CC1)N1CCN(I)CC1=CC=CC3
out_17800_EGFR.pdbqt,-8.6,CN1CCN(c2ccc(NC(=O)C(C=O)=CNC3=CC=CC3)cc2)CC1
out_17801_EGFR.pdbqt,-6.9,CNC=CC=C=CC=CCNC1C(=O)C(ON)C=CCN2CCN(C)C1C2
out_17802_EGFR.pdbqt,-7.9,O=C(C=CCN1CC=NCC1)NCC1=CNc2ccccc2C=CNC1
out_17803_EGFR.pdbqt,-6.7,CN1CCN(c2ccc(NC(=O)C3C(=O)NC=CCNc4cccc3c4)cc2)CC1
out_17805_EGFR.pdbqt,-7.2,CN1CCN(c2ccc(NCc3nccn3O)cc2)CC1
out_17806_EGFR.pdbqt,-8.2,C-C(=O)NC=CC(P)=CC(=O)Nc1ccc(NCCN(C)C=C)cc1
out_17807_EGFR.pdbqt,-7.9,CN1CCN(C2=CC(=CC(=O)C(N)C=CNC=O)C=CC2)CC1
out_17808_EGFR.pdbqt,-7.2,CN1CCN2CC=C-CC(S-3=C(N=O)C=CCC3)=CC=C2C1
out_17810_EGFR.pdbqt,-7.7,CC1(NNc2ccc(N=CNCC=O)cc2)C=CNC1=O
out_17811_EGFR.pdbqt,-7.9,CN1CCS(=NS-2#CC(=CP-C(=O)C3=C(N)C=CNC3=BO)C=C2)CC1
out_17812_EGFR.pdbqt,-8.6,CN1CCN(c2ccc(NC(=O)CC(=O)NC=CCN)cc2)CC1
out_17813_EGFR.pdbqt,-7.8,NC(Nc1ccc2cc1CCN(C=O)CN2)C1=C(O)C=CNC1
out_17814_EGFR.pdbqt,-7.8,O=CC1C=CNC1NPNc1ccc(N2CCNCC2)cc1
out_17816_EGFR.pdbqt,-7.8,CC1(C=O)Nc2ccc(NCC3=C4C=CNC43N=O)cc21
out_17817_EGFR.pdbqt,-7.4,CC1NC1=CC(=CC(=O)NC1=CC=C2CN(C)CCC(C=C1)N2)Nc1ccccc1Cl
out_17818_EGFR.pdbqt,-8.2,CC=C(C=CCN1CCN(C)CC1)NC(=O)C=C(Cl)Nc1ccccc1Cl
out_17819_EGFR.pdbqt,-7.6,CN1CCN(c2ccc(NC3=C(Nc4ccccc4Cl)C=CNC(=O)C3)cc2)CC1
out_17820_EGFR.pdbqt,-8.2,C#CC=CC=CNC1=C(NCl)C=CC(=CNC=O)CCNC=C1
out_17821_EGFR.pdbqt,-7.7,O=C1NC=CC(Nc2ccccc2Cl)C1OC1C=CCN2CCN(C=C1)CC2
out_17822_EGFR.pdbqt,-7.8,CN1CCC2=CCN(C(=O)C3C(=O)NCCN3C3=CCN=C=C3Cl)C(CC1)C2
out_17823_EGFR.pdbqt,-9.1,CCN(C)CCC1=C(NC2C=C(Nc3ccccc3Cl)C=CNP2)C=C1
out_17825_EGFR.pdbqt,-7.8,CN1CCN(c2ccc(NC(=O)CC(N)C=CCP-c3ccccc3Cl)cc2)C1
out_17826_EGFR.pdbqt,-7.1,CCN(C)CN1CC=CC(Cl)C1NC1C=C(Nc2ccccc2)C=CNC1
out_17827_EGFR.pdbqt,-6.8,C=CNC(=O)CC(=O)Nc1ccc(N2CCN(C)CC2)cc1
out_17828_EGFR.pdbqt,-7.3,O=C(CC(=O)NCC=CI)NC=C=CNCC(O)c1cccc(Cl)c1
out_17830_EGFR.pdbqt,-6.7,C#CC(Cl)=CCC(O)CNC1=C(Nc2ccc(N3CCN(C)CC3)cc2)CC(=O)NC1
out_17831_EGFR.pdbqt,-7.6,C=CNC(=O)C(=CNCC(O)c1cccc(Cl)c1)C(N)=O
out_17832_EGFR.pdbqt,-7.3,CC1C2=CCN(C(=O)C(C=O)=CNCC(Cl)C3=CCC=C3)C(C)C2NCCN1C
out_17833_EGFR.pdbqt,-7.6,CN1CCN(c2ccc(NC(=O)CCC=O)cc2)CC1
out_17834_EGFR.pdbqt,-8.3,COC1CC(CNC=O)=C(C=O)C2C#CC(Cl)=CC1C=C2
out_17835_EGFR.pdbqt,-7.8,Cc1c(Cl)cccc1C(O)NC1=CC(C)(Nc2ccc(N3CNC3)cc2)C(=O)NC1
out_17836_EGFR.pdbqt,-7.3,CC=CC(Cl)=CCCNC=C(C=O)C(=O)N1CC=CC(C)C1N1CCN(C)CC1
out_17837_EGFR.pdbqt,-7.9,CN1CCN(c2ccc(NC(=O)C=CNOCCc3cccc(Cl)c3)c(O)c2)CC1
out_17838_EGFR.pdbqt,-8.5,C=CNC(=O)C(=C=CNC1=CC=CC=C(OOC)O1)CNc1ccc(N2CCN(C)CC2)nc1
out_17839_EGFR.pdbqt,-7.9,CN1CCN(c2ccc(NC(=O)CC(=O)NC=CCI)cn2)CC1
out_17840_EGFR.pdbqt,-7.5,COc1ccccc1NC1=C(C(=O)Nc2ccc(N3CCN(C)CC3)nc2)CNC=C1
out_17841_EGFR.pdbqt,-7.8,C=CC1(C=CNC(=O)CC(=O)NC2C=NCN3CN(C)CC3=C2C)CCC=CC1O
out_17842_EGFR.pdbqt,-9.2,COC1=CC=CC=NC=C(C(=O)Nc2ccc(N3CCN(C)CC3)nc2)C(C=CO)C1
out_17843_EGFR.pdbqt,-7.6,C=C=C(N=CCNC(=O)C1C(C)NC=CCN1c1ccccc1OC)N1CCN(C)CC1
out_17844_EGFR.pdbqt,-7.5,CCOc1ccccc1C1=CNC(=O)C1C(=O)NCC#N
out_17845_EGFR.pdbqt,-8.2,COc1ccccc1NC1C=CNC1N1CCN(C=O)CC1
out_17846_EGFR.pdbqt,-7.1,COc1ccccc1OC1=CC(N)C=NCN2C(=CNC2C)C=CNC(=O)C=CN1
out_17847_EGFR.pdbqt,-7.9,CN1CCN2C=CC=C(NC(=O)CCC=O)C=NC2C1
out_17848_EGFR.pdbqt,-7.9,OC1NC=CC(NCCC=CCCCl)=C1CNc1cc2c3c(c1)N3CCCC2
out_17849_EGFR.pdbqt,-7.9,CC1=CC(CNN2CC(C)=C(C(=O)Nc3ccc(N4CCN(C)CC4)cc3)C2=O)C(Cl)=C1
out_17851_EGFR.pdbqt,-8.5,CN1CCN(C2=CP=C(NCC3(NCCC=CC=C(Cl)C=O)C=CNC(=O)O3)CC2)CC1
out_17852_EGFR.pdbqt,-7.9,O=CN1CCN(C2=CCN(C(=O)C3=C(NCCc4ccc(Cl)cc4)C=CNC3)CC2)CC1
out_17853_EGFR.pdbqt,-7.6,CN1CCC2Cc3ccc(cc3)NC(=C(CCc3ccc(Cl)cc3)C=CNC2=O)C1
out_17854_EGFR.pdbqt,-7.2,C=CC(Cl)=CC(=C)CNC=CC12C(=O)NC=CC(=O)P-1NCC=C2NCCN(C)CC
out_17855_EGFR.pdbqt,-8.0,NC=CC(NCCc1ccc(Cl)cc1)(OF)C(N)C=CF
out_17856_EGFR.pdbqt,-6.5,CN1C=C(Cl)C=CC=CNC(=O)C2(C)C(N3CCN(C)CC3)=CC=CN2C(=O)C#CC1
out_17857_EGFR.pdbqt,-7.6,Cc1cc(Cl)ccc1CNC1=CC(=O)Nc2ccc(N3CCN(C)CC3)cc2C(=O)NC1
out_17858_EGFR.pdbqt,-6.1,CN1CCN(c2ccc(NC(=O)C3=CNCC=C4C=CNC3(C)C=C(Cl)C4)cc2)CC1
out_17859_EGFR.pdbqt,-8.2,C#CC(=CC=CNCC(=CNCCC(C)=O)OCNC=C)N=PCCN(C)CC
out_17860_EGFR.pdbqt,-7.7,COC1=C=CC=C1NC1(C(=O)Nc2ccc(N3CCN(C)CC3)cn2)BC=CNC1=O
out_17861_EGFR.pdbqt,-8.2,C=CCC(CO)NCC=NCNC(=O)C1=C(NC(=C)C(=C)OC)C=CNC1
out_17862_EGFR.pdbqt,-7.8,CC1NC=CC(Nc2ccccc2O)=C1C(=O)NC(=O)N=CCN1CCN(C)CC1
out_17863_EGFR.pdbqt,-8.2,COc1ccccc1NCC1=CNC(=O)CC1CNc1ccc(N2CCN(C)CC2)cn1
out_17864_EGFR.pdbqt,-7.7,COc1ccccc1NCC=CNC(=O)CCNc1ccc(N2CCN(C)CC2)cn1
out_17865_EGFR.pdbqt,-8.0,COc1cccc2c1N1CC=CC(=O)C13CNCN=CCNCCNCC23
out_17866_EGFR.pdbqt,-8.2,COC1=CC=CC=CN(OO)N(c2ccc(N3CCN(C)CC3)cn2)CC=CNC1
out_17867_EGFR.pdbqt,-7.2,C=CNCCNc1ccc(NCC2=COc3ccccc3NC(N)C=CN2C=O)nc1
out_17868_EGFR.pdbqt,-7.0,BN1CCN(c2ccc(NC(=O)C3=C(N4C=CCC=C4OC)C=C3)nc2)CC1
out_17869_EGFR.pdbqt,-8.2,CN1CCN(c2ccc(NCC=C(C=CNC#COO)NCC=N)nc2)CC1
out_17871_EGFR.pdbqt,-7.6,CN1CCN(C2=CCC(NC(=O)C=C(C=CN=CN)c3ccccc3OCN)=C2)CC1
out_17872_EGFR.pdbqt,-7.4,O=CNC=CCc1ccccc1OC=CCc1ccc(N2CCN(C=O)CC2)cn1
out_17873_EGFR.pdbqt,-7.7,COc1ccccc1NC(C)=CS(=O)C(=N)NC=C1C=C(N2CCN(C)CC2)C=N1
out_17874_EGFR.pdbqt,-7.6,C#CC=CC=CC(N)C=C1NC=C(O)C2=C(C)C(=CNC1=O)C=CNN1CCN(C)CC21
out_17875_EGFR.pdbqt,-7.5,CNCCc1ccc2c(c1)C1(C=C(CCc3ccccc3C)CNC1=O)CC(=O)N2
out_17876_EGFR.pdbqt,-8.1,CN1CCN2C3=CCN(CC3)C(=O)C(NCCc3ccccc3)C=CNC(=O)CC2C1
out_17877_EGFR.pdbqt,-7.4,CC1=C(CNC2=CC(C)(Nc3ccc(N4CCN(C)C4)cc3)C(=O)NC2)CCC=C1
out_17878_EGFR.pdbqt,-6.6,CNC(N)C(C(=O)Nc1ccc(N2CCN(C)CC2)cc1)=C(C)CC1=CC=C=CC1
out_17879_EGFR.pdbqt,-6.2,CN1CBNC2CCNC=CN-C(NCCc3ccccc3)=C(O)C(=O)S-C=C21
out_17880_EGFR.pdbqt,-7.5,CN1CCNC2=CC=C(C=O)C=CC=CCCCNc3ccn(c(=O)c3C=C2)C1
out_17881_EGFR.pdbqt,-7.0,Cc1cc(N2CCN(C)CC2)ccc1C(N)C1=CN(CCc2ccccc2)C(O)=CN1
out_17882_EGFR.pdbqt,-7.4,CNC(N)C(C(=O)Nc1ccc(N2CCN(C)CC2)cc1)=C(C)CCc1ccccc1
out_17883_EGFR.pdbqt,-8.5,CN(C)CCNC1=CC=CN(C(=O)C2=C(N=C=O)C2)C=C1
out_17884_EGFR.pdbqt,-7.7,CC=CC=C(CCOO)NC1=C(C=O)BNC=C1OC
out_17886_EGFR.pdbqt,-7.8,CCOC1C=CC=CN1C(=CCNc1ccc(N2CCS(=O)(=O)CC2)cc1)CN=C=O
out_17887_EGFR.pdbqt,-8.0,O=CNC=CC(C(=O)Nc1ccc(N2CCS(=O)(=O)CC2)cc1)N1CC=CC=CCC1
out_17888_EGFR.pdbqt,-8.7,C=CCC(Nc1ccccc1O)C(N=C=C=O)C(C=CCN=CCS(=O)(=O)CC)CN
out_17889_EGFR.pdbqt,-8.0,C=COc1ccccc1C(=CC(=O)NC1C=C1N1CCS(=O)(=O)CC1)NC=O
out_17890_EGFR.pdbqt,-6.8,O=C1NC=CCC1(N=Nc1ccccc1O)C(=O)Nc1ccc(N2CCS(=O)(=O)CC2)cc1
out_17891_EGFR.pdbqt,-7.5,C=CC(NN-c1ccccc1O)C(C(=O)N=BS)C(=O)Nc1ccc(NCF)cc1
out_17892_EGFR.pdbqt,-7.4,COc1ccccc1N1C=CNC(=O)C1C(=O)Nc1ccc(N2CCS(=O)(=O)CC2)cc1
out_17893_EGFR.pdbqt,-7.2,C=C(CC=CNC=O)NNC(=O)C=CN(C)C=CC=CO
out_17894_EGFR.pdbqt,-7.6,COB1CC=CC=C1CC(=CC(=O)N1CC=CC2CC(=O)CC(=O)C21N)CNC=O
out_17896_EGFR.pdbqt,-7.5,C=C(N1C=CC(N2CCN(C)CC2=O)=CC1)C1(Nc2cccc(Cl)c2)C=CNC1=O
out_17898_EGFR.pdbqt,-7.4,CN1CCN(c2ccc(NC(=O)C(=CNc3cccc(Cl)c3)CC=O)cc2)CC1
out_17899_EGFR.pdbqt,-7.4,CN1CCN(c2ccc(NC(=O)C(=CNC3C=CC=C3Cl)CC=O)cc2)CC1
out_17900_EGFR.pdbqt,-6.8,CNC(=O)C1=C(Nc2cccc(Cl)c2)CC(C=CCN2CCN(C)CC2)=CCC1=O
out_17901_EGFR.pdbqt,-7.5,C=CN(C=O)N=CNc1cbc(CC2=CCC=CC3=C(Cl)CC3=C2)cc1
out_17902_EGFR.pdbqt,-7.5,C=CNC(=O)OC1=CNc2cc(Cl)ccc2C1(C)Nc1ccc(NCC=N)cc1
out_17903_EGFR.pdbqt,-7.6,C=C(CC(C)NC(Nc1ccccc1)C(C(N)=O)c1cccc(Cl)c1)NN
out_17904_EGFR.pdbqt,-7.9,C=CNC(=O)C(=NCC=C(Cl)C=C)C(=O)Nc1ccc(N2CCN(C)CC2)cc1
out_17905_EGFR.pdbqt,-7.4,CNC(=O)CN1CCN(c2ccc(CC3=CNc4ccc(Cl)cc4C3)cc2)CC1
out_17906_EGFR.pdbqt,-6.7,CCNCCNc1ccc(NN-C(=O)CC(=O)N=CCNc2ccc(Cl)cc2)cc1
out_17907_EGFR.pdbqt,-6.9,CC(NCC=CC=C1CCCNN1C)C(C=O)=CNc1ccc(Cl)cc1
out_17908_EGFR.pdbqt,-7.3,CNC1=CC(n2cccc(Cl)c2=O)=C1C(C)NC=CC=CN1C2CCN(C)CC21
out_17909_EGFR.pdbqt,-7.0,CN1C=C=C(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)C(=O)NC1
out_17910_EGFR.pdbqt,-8.0,B-CN(CC=CCC(=O)CCC=CCNc1ccc(Cl)cc1)CCNC
out_17911_EGFR.pdbqt,-7.9,B-c1ccc(NC2=C(C(=O)Nc3ccc(N4CCN(C)CC4)cc3)C(NC)=C2)c(O)c1
out_17912_EGFR.pdbqt,-7.9,C=C1NC2=CC(Nc3ccc(Cl)cc3)=C1C(=O)NC1C=CCC(NC)(C2)C1C
out_17914_EGFR.pdbqt,-6.6,CN1CCN(c2ccc(NC(=O)C3C=CNC3=O)cc2)CC1
out_17915_EGFR.pdbqt,-6.7,C#CC(=CC=CNCC1C(=O)NC=C1ONc1ccc(Cl)cc1)N1CCN(C)CC1
out_17916_EGFR.pdbqt,-7.1,CN1CCC2=CC=CNCC3(Nc4ccc(Cl)cc4)C(=O)NC=C3C(=C2)C(=O)C1
out_17917_EGFR.pdbqt,-7.4,CC(C(C=O)=CNC1=CCP-12C=C2)N1C=CC(N2CCN(C)CC2)=BC1O
out_17918_EGFR.pdbqt,-7.7,C=C1C(S-Nc2ccccc2C)NC=CC12CN1CCNCC1C1=CC=C(N2)OC=C1
out_17919_EGFR.pdbqt,-7.5,COC=CC(=CC=NCC1(Nc2ccccc2C)C=CNC1=O)N1CCN(C)CC1
out_17920_EGFR.pdbqt,-7.3,NC=C1CNCN2CCN(CC2)c2ccc(cc2)NC1=O
out_17921_EGFR.pdbqt,-6.9,CC1=CC=CC12C=CNC(=O)C(C(C=O)Nc1ccc3cc1CCNCC3)N2
out_17922_EGFR.pdbqt,-7.1,CC1=C=S=CC2=NC1=CC(=O)Nc1ccc(cc1)N1CCN(C)C(C=C2)C1
out_17923_EGFR.pdbqt,-8.6,C=C=CC=CCNC(F)=CC(=O)NC=C1C=CCC(N2CCN(O)CC2)=C1
out_17924_EGFR.pdbqt,-7.0,C=CC1C2=C(CC3=CC=C=C(C)C34NC=C(NC=C4O)C(C)ONC=C2)NCC1C
out_17925_EGFR.pdbqt,-6.7,CCC1=C(C=C2CC(=O)NC=CC2Nc2ccccc2C)N(C)CCN1
out_17926_EGFR.pdbqt,-7.7,NNC1=C(N2CCN(C=O)CC2)C1NC=C1C=CC=C-C1
out_17927_EGFR.pdbqt,-8.0,C#CC(=CC=NC1(C)C=C(c2ccnc(N)n2)C=CNC1=O)N1CCN(C)CC1
out_17928_EGFR.pdbqt,-7.3,CC1NC=CC(NC=CC=N)C1(C=O)Nc1ccc(N2CCN(N)CC2)cc1
out_17929_EGFR.pdbqt,-7.7,N#CC1NC=CC(N2C=CCC(N=O)=N2)=C1N1CC=C(N2CCN(C=O)CC2)CC1
out_17930_EGFR.pdbqt,-6.9,CC(NC=CCN1C=CC=NC1(N)O)C(=O)Nc1ccc(N2CCN(C)CC2)cc1
out_17931_EGFR.pdbqt,-7.5,CN1CC=CCNC(=O)CCC=C2N=C(N)N=CC(=P-2)OCC2=C(C1)NCC2
out_17932_EGFR.pdbqt,-8.4,COc1cnc(N)nc1NCCC(C)CC(=O)NC1=NPCC#S-NCC=C1
out_17933_EGFR.pdbqt,-7.1,CN1CCN(c2ccc(NC(=O)C=C(C=C3NC3N)c3ccncc3N)cc2)CC1
out_17934_EGFR.pdbqt,-8.2,C=CNC(=O)C1=CN2C=CCC(=CC=CNC1=O)c1cc(c(N)cn1)O2
out_17935_EGFR.pdbqt,-7.8,CN1CCN(c2ccc(NC(=O)C3NC(c4ccncc4N)=CNC3=O)cc2)CC1
out_17936_EGFR.pdbqt,-7.1,CCNCCNC1=CC=CN(C(=O)C2=CN(c3ccncc3N)C=CNC2=O)C=C1
out_17937_EGFR.pdbqt,-7.1,C=CCN1CCN(NC=CC=CNC(=O)C(=CC2=C=NC=CC2)C(=O)NC=CN)CC1
out_17938_EGFR.pdbqt,-8.0,C=C1C(N)=CN=CN2C=C(C(=O)NCC=CCCB-CCN(C)C=CO)NC=C12
out_17939_EGFR.pdbqt,-7.4,CC1C(N2CCN(C)CC2)=CC=CN1C(=O)C(C=O)=CNc1ccncc1N
out_17940_EGFR.pdbqt,-8.3,CC1C=C(N2CCN(C)CC2)C=CN1C(=O)C1(Nc2ccncc2N)C=C(O)N1
out_17942_EGFR.pdbqt,-8.5,CCN(C)CCNc1ccc(NC(=O)C=C(CNC=O)Nc2ccncc2N)cc1
out_17943_EGFR.pdbqt,-8.9,CCN(C)C#CCNc1ccc2c(c1)C(c1ccncc1N=O)C=CNC(=O)C(C)N2
out_17944_EGFR.pdbqt,-7.7,C=C(N1CCN(C)SC1)N(C)C(=O)C1(Nc2ccncc2N)C=C(O)NC1
out_17945_EGFR.pdbqt,-9.5,COC1=CC=CC=P-1NC(C=CNC=O)=CC(=O)ON
out_17947_EGFR.pdbqt,-8.0,CC1(CC(=O)NCC#CNCCC=CC=CCCl)NCC=C2CCNCC(C=O)NC21
out_17948_EGFR.pdbqt,-8.1,ClC(CCNC12CN3CCN(C1)C(=CCOO2)C3)NC=C=CNCCc1ccccc1
out_17949_EGFR.pdbqt,-9.7,CN1CCCC1C1=C(CC2C=CC=CC2Cl)C=CNCCCNCC=C1
out_17950_EGFR.pdbqt,-9.7,C=CNOC1=CNCCc2cc(Cl)c3c(c2)C2NCN(C)C(=CC)C2=CCNC13
out_17951_EGFR.pdbqt,-9.6,CN1CC=C(NC2C=CNC(C3=C(NCC(=O)C=CCl)C=CNC3)C=C2)CC1
out_17952_EGFR.pdbqt,-8.9,CN1CCN2CC=CC(NC(=O)C3=C(NCCc4cccc(Cl)c4)C=CNC3)=CC=C1C2
out_17953_EGFR.pdbqt,-8.7,COc1ccccc1NC1=CC2Nc3ccc(c2c3)CN(C)CCN(C)OOC#CNC=C1
out_17954_EGFR.pdbqt,-9.2,CC1=CC=CNC2=C(C(=O)B-c3ccc(N4CCNCC4)cc3)C(N)(C=CN-2)O1
out_17955_EGFR.pdbqt,-9.2,COC1C=CC=Cc2ccn(c2C(=O)c2ccc(N3CCN(C)CC3C)cc2)ON1
out_17956_EGFR.pdbqt,-9.2,CN1CCN(c2ccc(NC(=O)C3=C(NCC=C=COC=O)C=CNC3)cc2)CC1
out_17957_EGFR.pdbqt,-10.1,CN1CCN(c2ccc(NC(=O)C(C=O)Nc3ccccc3O)cc2)CC1
out_17958_EGFR.pdbqt,-9.5,CN1CCN(C2CC=CCN2CC2=CNC(=O)CN2C2=CC=CCO2)C(=O)C1
out_17959_EGFR.pdbqt,-8.7,C=C1C(C=CC)C1NC(=O)C=C(C=CSNC)Nc1ccccc1OC
out_17960_EGFR.pdbqt,-8.0,CN1CCN(c2ccc(NC(=O)CCC=CCNc3ccccc3OC=O)cc2)CC1
out_17961_EGFR.pdbqt,-7.5,CCN1CCC=CC(=CC=CN(OO)C2=C(NC=CC=CCC#CO)C=CNC2C)CC1
out_17962_EGFR.pdbqt,-8.7,COc1ccccc1NC1=C(CNc2ccc(NC3CCCN(C)C3)cc2)CNC=C1
out_17963_EGFR.pdbqt,-7.8,COc1cccc(OO)c1NC1=C2CN(c3ccc(N4CCN(C)CC4)cc3)C2NC=C1
out_17964_EGFR.pdbqt,-8.1,COC1=C(C)CC=C1NCC1=CN=NC(=O)C1C(=O)Nc1ccc(N2CCN(C)CC2)cc1
out_17965_EGFR.pdbqt,-9.4,CN(C)C1=C(C(=O)Nc2ccc(N3CCNCC3)cc2)CC(=O)NC=C1
out_17966_EGFR.pdbqt,-9.2,CN(C1=CCNc2ccc(cc2)NCCCCCN-OC(=O)NC=C1)c1ccccc1O
out_17967_EGFR.pdbqt,-7.7,COc1cccc(C)c1CCNC(C=CN)(OC)C(C)=N
out_17968_EGFR.pdbqt,-8.2,O=CC=CC1CCNNC1C=CCNCCCNC=CN1OCCc2ccccc21
out_17969_EGFR.pdbqt,-9.6,COC1=CC=CC=CN1C1(C(=O)Nc2ccc(N3CCN(C)CC3)cc2)C=CN1
out_17970_EGFR.pdbqt,-8.2,COC1=CC(C)N(C)C1=CC(=O)CCC(C=CNC=O)=CC=CN1CCN(C)C1
out_17971_EGFR.pdbqt,-6.9,COc1ccccc1N(C)C=CC(=O)C=CC=C(C=CCN1CCN(C)C1)CNC=O
out_17972_EGFR.pdbqt,-7.9,C=CN(C)CCNC1CNCC2=CC3=CNC24CC31C=CC4OC=O
out_17973_EGFR.pdbqt,-9.3,CNC=CCC(=CC(=O)Nc1ccc(N=O)cc1)PNc1ccccc1OC
out_17974_EGFR.pdbqt,-8.7,CN(C=O)C1=C(C(=O)Nc2ccccc2N2CCNCC2)CCNC=C1
out_17975_EGFR.pdbqt,-8.2,O=C1CCCNc2ccc(NCC3=C(NC4C=CC=N4)C=CNC3)cc21
out_17976_EGFR.pdbqt,-8.5,C=C1NC(=CCNC2C=CC=N2)C(OO)C=C2CN(C)CCN12
out_17977_EGFR.pdbqt,-6.9,CN1CCNCC(=C2CC=C2NC(=O)C=C(C=CNC#CN=O)Nc2ccccn2)CC1
out_17978_EGFR.pdbqt,-6.7,C=CN(C)CCNC1C=CCN(C(=O)C2=C(Nc3ccccn3)C=CNC2)C1O
out_17979_EGFR.pdbqt,-7.7,CN1CCN(c2ccc(NOC3=C(c4ccccn4)C=CNC3)c(O)c2)CC1
out_17980_EGFR.pdbqt,-7.0,CC=CC(C=CCC(=O)c1c(NC=C=PC=CC=N)oc2c1N2)NCF
out_17981_EGFR.pdbqt,-6.6,CN1CCN(c2ccc(C(=O)C3C(=O)NC=C4CNC=CC43)cc2)CC1
out_17982_EGFR.pdbqt,-7.6,FCC=C1C=CCCC2CNC=CN2CN=C=CCOOC2=CN(CCN1)C2
out_17983_EGFR.pdbqt,-5.9,C=C1N=CC=CCC2=BCNC(=O)C2=CC=C(NC=O)C=CCNC1=O
out_17984_EGFR.pdbqt,-6.6,C=C1NC(CS)C=CC2C(=O)NC=CC1CNN2CNBr
out_17985_EGFR.pdbqt,-6.6,CC1=CC=CNC1C1=C(C)C(N2N=CC=CC2C)NC1=O
out_17986_EGFR.pdbqt,-6.2,CN(C)CCNc1ccc(NC(O)C(=O)NC=CCNc2ccccn2)cc1
out_17988_EGFR.pdbqt,-6.5,CN1CCN(c2ccc(NC(=O)C-3C(=N)NC=CC3N3C=CC=C=N3)cc2)CC1
out_17990_EGFR.pdbqt,-5.8,CC#Cc1cccc(C=NC=NC=CC(=COCCOC)CCOC)c1
out_17991_EGFR.pdbqt,-7.2,C#CC=C1NC2=NBN3CC(=NCBN=C3C2)OCCOCOCCOCC=CC1C
out_17992_EGFR.pdbqt,-8.2,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCOC)cc23)c1
out_17993_EGFR.pdbqt,-11.2,C#CC1=CCCN(C(C=CC(=COCCOC)OCCOC)=NCN=NC=C)C1
out_17994_EGFR.pdbqt,-8.5,C#Cc1cccc(NC2=NCC(=C)C=CCOCCCC2O)c1
out_17995_EGFR.pdbqt,-8.8,C#CCC=C1C=CC(COC)Oc2cc3ncnc(c3cc2OCCOC)N1
out_17996_EGFR.pdbqt,-9.1,C#CC1C=CC(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)=C1
out_17997_EGFR.pdbqt,-8.9,C#CC(=CC=C)COC(C=C(C=C1C=COCCO1)OCCC)=NC=N
out_17998_EGFR.pdbqt,-7.5,C#CCC1=C(NCC2=C3C(=CC(OCCC)=CC3COCCO)N=CN2)CC=CC1
out_17999_EGFR.pdbqt,-7.4,C#Cc1cccc(NC2=NC=NCC=C(OCCOC)C(OCCOC)C#C2)c1
out_18001_EGFR.pdbqt,-7.3,C#CCC=C(CC=CC)Nc1ncnc2cc(OCCOC)c(OCO)cc12
out_18002_EGFR.pdbqt,-7.1,C#CC(Cl)=CC=CCNC1=NNC(=CC)C(C(OCCOC)OCCOC)=C1
out_18003_EGFR.pdbqt,-6.3,COCCOC1(CCOC)C=CN2C(=C1)C(Nc1cccc(C=S)c1)=NC2O
out_18004_EGFR.pdbqt,-8.1,CCC(OCC=C-O)=C(C=C1CC(N2C=C=C=C=CC=C2)=NC=N1)OCOC
out_18005_EGFR.pdbqt,-6.5,C#Cc1cccc(Nc2ncnc3c2=CC(OCCOC)C(OCCOC)=C=3)c1
out_18006_EGFR.pdbqt,-8.1,C#Cc1cccc(NC2=NCc3cc(OCCOC)c(OCCOC)cc32)c1
out_18007_EGFR.pdbqt,-8.1,C#CC1=C=CC=CCC(NC2=NC=NC(=CC(=COCCO)COCCO)C2)=C1
out_18008_EGFR.pdbqt,-8.5,C#Cc1cccc(-c2ncnc3c(N)c(OCCOC)c(OCCOC)cc23)c1
