Formula,FW,DSSTox_CID,SR-HSE,SMILES,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
C20H14I6N2O6,1139.7618,3153,,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0,,0,0,0,0,0,0,0,0,0
C13H24N2O3,256.3413,25787,,CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1,0,,0,0,0,0,0,0,0,0,0
C14H20N2O3S,296.3852,26273,,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,,0,0,0,0,0,0,0,0,0
C15H20N2O4S,324.3953,7,,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,,0,0,0,0,0,0,0,0,0
C15H22N2O4,294.3462,3725,,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,0,,0,0,0,0,0,0,0,0,0
C10H17N3O6S,307.3235,3101,,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C9H10N2O3,194.1873,2590,,Nc1ccc(C(=O)NCC(=O)O)cc1,0,,0,0,0,0,0,0,0,0,0
C9H9NO3,179.1727,26073,,O=C(O)CNC(=O)c1ccccc1,0,,0,0,0,0,0,0,0,0,0
C9H8INO3,305.0692,26161,,O=C(O)CNC(=O)c1ccccc1I,0,,0,0,0,0,0,0,0,0,0
C16H25N3O5,339.3868,25222,,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,0,,0,0,0,0,0,0,0,0,0
C22H42N4O8S2,554.7209,26815,,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,0,,0,0,0,0,0,0,0,0,0
C27H33N3O8,527.5662,3568,,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,0,,0,0,0,0,0,0,0,0,0
C6H7N3O,137.1393,755,,NNC(=O)c1ccncc1,0,,0,0,1,0,0,0,0,0,0
C14H20ClN3O3S,345.8449,2847,,CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0,,0,0,0,0,0,0,0,0,0
C13H18N2O3S,282.3586,26395,,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCC2)cc1,0,,0,0,0,0,0,0,0,0,0
C40H66N2O12,766.9582 (116.0722+325.4430+325.4430),25794,,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)/C=C/C(=O)O,0,,0,0,0,0,0,0,0,0,0
C9H8O2,148.1586,2489,,O=C(O)/C=C/c1ccccc1,0,,0,0,0,0,0,0,0,0,0
C24H28ClN3O6,489.9486 (373.8765+116.0722),27767,,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1.O=C(O)/C=C\C(=O)O,0,,0,0,0,0,0,0,0,0,0
C32H42F3N5O6,649.7010 (533.6288+116.0722),28582,,COC[C@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@H]1C.O=C(O)/C=C\C(=O)O,0,,0,0,0,0,0,0,0,0,0
C17H18N2O5,330.3352 (214.2631+116.0722),25158,,Nc1c2c(nc3ccccc13)CCCC2O.O=C(O)/C=C\C(=O)O,0,,0,0,0,0,0,0,0,0,0
C20H22N2O4,354.3997 (238.3275+116.0722),25790,,CN1Cc2c(N)cccc2C(c2ccccc2)C1.O=C(O)/C=C\C(=O)O,0,,0,0,0,0,0,0,0,0,0
C24H29N5O3,435.5188,3735,,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@@H](C(=O)O)C(C)C,0,,0,0,0,0,0,0,0,0,0
C22H22N2O4,378.4211,26282,,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C5H7NO3,129.114,26260,,O=C1CC[C@@H](C(=O)O)N1,0,,0,0,0,0,0,0,0,0,0
C47H75NO17,926.0949,20688,,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@H]2O[C@@H](C)[C@H](O)[C@@H](N)[C@H]2O)CC2O[C@](O)(C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,0,,0,0,0,0,0,0,0,0,0
C20H22N8O5,454.4393,822,0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0,,0,0,0,0,0,,1,0,0
C19H20N8O5,440.4127,2588,,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,0,,0,0,0,0,0,0,0,0,0
C29H38N4O10,602.6328,25344,,CN(C)[C@@H]1C(O)=C(C(=O)NCN[C@@H](CCCCN)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3C[C@@H]12,0,,0,0,0,0,0,0,0,0,0
C34H56N2O12,684.8146 (267.3639+150.0868+267.3639),17248,,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C34H56N2O12,684.8146 (267.3639+150.0868+267.3639),17248,,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C50H83NO23,1066.1869 (916.1001+150.0868),25938,,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C50H83NO23,1066.1869 (916.1001+150.0868),25938,,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC.O=C(O)[C@H](O)[C@@H](O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C23H42N2O12,538.5858 (240.4269+149.0794+149.0794),25542,,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1.O=C([O-])[C@@H](O)[C@@H](O)C(=O)O.O=C([O-])[C@@H](O)[C@@H](O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C15H22O3,250.3334,652,,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0,,0,0,0,0,0,0,0,0,0
C20H22O3,310.3869,911,,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,0,,0,0,0,0,1,1,0,0,0
C15H16ClNO4,309.7448,26216,,Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,0,,0,0,0,0,1,1,0,0,0
C28H36O6,468.5818,26638,,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C15H12ClNO2,273.7143,25871,,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0,,0,0,0,0,0,0,0,0,0
C15H18O3,246.3016,25164,,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,0,,0,0,0,0,0,0,0,0,0
C3H6O3,90.0779,3192,,CC(O)C(=O)O,1,,0,0,0,0,0,0,0,0,0
C18H26N2O9,414.4070 (192.1235+222.2835),26733,,CCN(CC)CCOC(=O)c1cccnc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C29H40N6O11S,680.7265 (488.6030+192.1235),26696,,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C14H18N4O9,386.3141 (192.1235+194.1906),26938,,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C20H34N2O10,462.4914 (312.4045+150.0868),25954,,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1.O=C(O)C(O)C(O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C66H103N17O16S,1422.6933,25355,,CC[C@@H](C)[C@@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H]2CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,0,,0,0,0,0,1,0,0,0,0
C66H103N17O16S,1422.6933,25355,,CC[C@@H](C)[C@@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C(=O)N[C@@H]2CCCCNC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@@H]([C@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1,0,,0,0,0,0,0,0,0,0,0
C10H12N2O5S,272.2777,25342,,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,0,,0,0,0,0,0,0,0,0,0
C16H17N3O7S2,427.4521,2764,,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0,,0,0,0,0,0,0,0,0,0
C23H34N5O14P,635.5149 (519.4428+116.0722),29808,,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)C=CC(=O)O,0,,0,0,0,0,0,0,0,0,0
C17H16O6,316.3053,26585,,O=C(O)c1ccc(OCCCOc2ccc(C(=O)O)cc2)cc1,0,,0,0,0,0,0,0,0,0,0
C32H34O19,722.601,28594,,CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](OC(=O)c3ccccc3C(=O)O)[C@H](O)O[C@@H]2COC(C)=O)[C@H](O)[C@@H](OC(=O)c2ccccc2C(=O)O)[C@@H]1O,0,,0,0,0,0,0,0,0,0,0
C5H9NO2,115.1305,21104,,O=C(O)C1CCCN1,0,,0,0,0,0,0,0,0,0,0
C6H5NO2,123.1094,932,,O=C(O)c1cccnc1,0,,0,0,0,0,0,0,0,0,0
C19H26N6O6,434.4463 (123.1094+311.3369),3743,,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1,0,,0,0,0,0,0,0,0,0,0
C19H17NO7,371.3408,3356,,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0,,0,0,0,0,0,0,0,0,0
C16H18FN3O3,319.3308,17680,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,0,,0,0,0,0,0,0,0,0,0
C13H11NO5,261.2301,1089,,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0,,0,0,0,0,0,0,0,0,0
C15H17FN4O3,320.3189,2984,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,0,,0,0,0,0,0,0,0,0,0
C12H10N2O5,262.2182,2822,,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,0,,0,0,0,0,0,0,0,0,0
C12H12N2O3,232.2353,25639,,O=C(O)c1ccc(OCCn2ccnc2)cc1,0,,0,0,0,0,0,0,0,0,0
C42H38O20,862.7391,3576,,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,0,,0,0,0,0,0,0,0,0,0
C28H50N2O5,494.7070 (408.5714+86.1356),25094,,C1CNCCN1.C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0,,0,0,0,0,0,0,0,0,0
C12H10O2,186.2066,915,,O=C(O)Cc1cccc2ccccc12,0,,0,0,0,0,0,1,0,0,0
C17H12BrFN2O3,391.1912,25665,,O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12,0,,0,0,0,0,0,0,0,0,0
C4H6O4,118.088,3602,,O=C(O)CCC(=O)O,0,,0,0,0,0,0,0,0,0,0
C23H33NO5,403.5118 (285.4238+118.0880),28849,,CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C.O=C(O)CCC(=O)O,0,,0,0,0,0,1,0,0,0,0
C24H26N2O6,438.473,1296,,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0,,0,0,0,0,0,0,0,0,0
C10H10N2O2,190.1986,25093,,O=C(O)CCc1nc2ccccc2[nH]1,0,,0,0,0,0,0,0,0,0,0
C8H14O2S2,206.3256,5508,,O=C(O)CCCCC1CCSS1,0,,0,0,0,0,0,0,0,0,0
C8H16O2,144.2114,1645,,CCCCCCCC(=O)O,0,,0,0,0,0,0,0,0,0,0
C9H16O4,188.2209,1640,,O=C(O)CCCCCCCC(=O)O,0,,0,0,0,0,0,0,0,0,0
C18H36O2,284.4772,1642,,CCCCCCCCCCCCCCCCCC(=O)O,0,,0,0,0,0,0,0,0,0,0
C26H44O9,500.6222,26438,,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,0,,0,0,0,0,0,0,0,0,0
C16H17N3O2,283.3251,26281,,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)O,0,,0,0,0,0,0,0,0,0,0
C2H5O5P,140.0319,25107,,O=C(O)CP(=O)(O)O,0,,0,0,0,0,0,0,0,0,0
C44H64O24,976.9646,1457,,CC(/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0,,0,0,0,0,1,0,0,0,0
C21H26N2O3,354.4427,25608,,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2CC[C@@H]1O,0,,0,0,1,0,0,0,0,0,0
C22H23NO4,365.4223,28536,,CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1,0,,0,0,0,0,0,0,0,0,0
C18H28N2O8,400.4235 (250.3367+150.0868),27818,,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@@H](O)[C@H](O)C(=O)O,0,,0,0,0,0,0,0,0,0,0
C17H27N3O7S,417.4772 (321.3715+96.1057),25591,,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1.CS(=O)(=O)O,0,,0,0,0,0,1,0,0,0,0
C21H26N4O8S,494.5181 (398.4125+96.1057),238,,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O,0,,0,0,0,0,0,0,0,0,0
C14H10O5,258.2262,3572,,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,0,,0,0,0,0,1,0,0,0,0
C29H24N4O8,556.5229,3364,,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,0,,0,0,0,0,0,0,0,0,0
C19H32N2O5,368.4678,3440,,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,0,,0,0,0,0,0,0,0,0,0
C24H34N2O5,430.5372,3692,,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,0,,0,0,0,0,0,0,0,0,0
C24H34N2O5,430.5372,3692,,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,0,,0,0,0,0,0,0,0,0,0
C22H31N3O5,417.4986,28555,,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,0,,0,0,0,0,0,0,0,0,0
C9H14N4O4,242.2319,25171,,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,0,,0,0,0,0,0,0,0,0,0
C24H35NO5,417.5384,26851,,CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,0,,0,0,0,0,0,0,0,0,0
C15H14FN3O3,303.2884,3064,,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,0,,0,0,0,0,0,0,0,0,0
C43H75NO16,862.0527,2993,,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0,,0,0,0,0,0,0,0,0,0
C12H21N5O3,283.3268,28651,,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,0,,0,0,0,0,0,0,0,0,0
C14H12O2,212.2439,9153,,O=C(OCc1ccccc1)c1ccccc1,0,,0,0,0,0,0,0,0,0,0
C15H22FN3O6,359.3501,26451,,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0,,0,0,0,0,0,0,0,0,0
C12H17NO2,207.2689,26245,,CCCCCCOC(=O)c1cccnc1,0,,0,0,0,0,0,0,0,0,0
C24H38O4,390.5561,1956,,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,0,,0,0,0,0,0,0,0,0,0
C18H19N3O,293.363,3393,,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,0,,0,0,0,0,0,0,0,0,0
C6H6O4,142.1094,20236,,O=c1cc(CO)occ1O,0,,0,0,0,0,0,0,0,0,0
C6H6O4,142.1094,20236,,O=c1cc(CO)occ1O,0,,0,0,0,0,0,0,0,0,0
C15H18O3,246.3016,25312,,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O,0,,0,0,0,0,0,0,0,0,0
C16H12N2O2,264.2787,469,,O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,0,,0,0,0,0,0,0,0,0,0
C19H21NO4,327.3743,3349,,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,0,,0,0,0,0,0,0,0,0,0
C20H23NO4,341.4009,26313,,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0,,0,0,0,0,0,0,0,0,0
C14H16N2O2,244.289,26259,,O=C1CC[C@@H](C(=O)N[C@H]2C[C@@H]2c2ccccc2)N1,0,,0,0,0,0,0,0,0,0,0
C13H12N4O,240.2606,25160,,O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,0,,1,0,1,0,0,0,0,0,0
C8H14N2O2,170.209,26510,,CCC(C(N)=O)N1CCCC1=O,0,,0,0,0,0,1,0,0,0,0
C6H11NO,113.1576,24413,,CCN1CCCC1=O,0,,0,0,0,0,0,0,0,0,0
C6H10N2O2,142.1558,24491,,NC(=O)CN1CCCC1=O,0,,0,0,0,0,0,0,0,0,0
C11H12ClNO3S,273.7359,2798,,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,0,,0,0,0,0,0,0,0,0,0
C11H12ClNO3S,273.7359,2798,,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,0,,0,0,0,0,0,0,0,0,0
C13H10N2O4,258.2295,2524,,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0,,0,0,0,0,0,0,0,0,0
C13H13N3O3,259.2606,26664,,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0,,0,0,0,0,0,0,0,0,0
C13H14N2O3,246.2619,3258,,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1,,0,0,0,0,0,0,0,0,0
C12H12N2O3,232.2353,1122,,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0,,0,0,0,0,0,0,0,0,0
C8H12N2O3,184.1925,2643,,CCC1(CC)C(=O)NC(=O)NC1=O,0,,0,0,0,0,0,0,0,0,0
C12H18N2O3,238.2829,28800,,C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O,0,,0,0,0,0,0,0,0,0,0
C5H4N4O3,168.1103,22508,,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,0,,0,0,0,0,0,0,0,0,0
C11H18N2O3,226.2722,3435,,CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,0,,0,0,0,0,0,0,0,0,0
C10H12N2O,176.2151,24412,0,CC1CN(c2ccccc2)NC1=O,0,,,0,1,0,1,,0,0,0
C6H9NO2S,159.2062,25888,,CC(=O)NC1CCSC1=O,0,,0,0,0,0,0,0,0,0,0
C6H9NO2S,159.2062,25888,,CC(=O)NC1CCSC1=O,0,,0,0,0,0,0,0,0,0,0
C8H11NO4S2,249.3072,28661,,O=C(O)CSCC(=O)NC1CCSC1=O,0,,0,0,0,0,0,0,0,0,0
C11H11IN2O,314.1223,26047,,Cc1c(I)c(=O)n(-c2ccccc2)n1C,0,,0,0,0,0,0,0,0,0,0
C11H13N3O,203.2404,28786,,Cc1c(N)c(=O)n(-c2ccccc2)n1C,0,,0,0,0,0,0,0,0,0,0
C21H22N2O2,334.4116,3600,,O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,0,,0,0,0,0,0,0,0,0,0
C11H14N4O4,266.2533,2968,,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0,,0,0,0,0,0,0,0,0,0
C9H12N4O3,224.2166,3031,,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,0,,0,0,0,0,0,0,0,0,0
C12H21NO,195.3012,26194,,O=C1CCCCC1CN1CCCCC1,0,,0,0,0,0,0,0,0,0,0
C12H13NO3,219.2365,25128,,COc1ccc(C(=O)N2CCCC2=O)cc1,0,,0,0,0,0,0,0,0,0,0
C17H22N2O4,318.3676,14669,,C#CCN1CC(=O)N(COC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)C1=O,0,,0,0,0,0,0,0,0,0,0
C19H24N2O2,312.4061,1182,,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,0,,0,0,0,0,0,0,0,0,0
C9H9NO2,163.1733,26298,,O=C1NC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,0,,0,0,0,0,0,0,0,0,0
C8H10N4O2,194.1906,25186,,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0,,0,0,0,0,0,0,0,0,0
C17H27N5O,317.4292 (232.2816+85.1475),28694,,C1CCNCC1.O=c1[nH]cnc2[nH]cc(CN3CCCCC3)c12,0,,0,0,0,0,0,0,0,0,0
C6H8N2O2,140.1399,25206,,O=c1[nH]oc2c1CCNC2,0,,0,0,0,0,0,0,0,0,0
C17H16N4O2,308.3345,25366,,Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,0,,0,0,0,0,0,0,0,0,0
C16H18N2O3,286.3257,25677,,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,0,,0,0,0,0,0,0,0,0,0
C16H18N2O3,286.3257,25677,,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,0,,0,0,0,0,0,0,0,0,0
C10H12N4O3,236.2273,2927,,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0,,0,0,0,0,0,0,0,0,0
C15H14N4O,266.2979,10787,,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,0,,0,0,0,0,0,0,0,0,0
C23H20N2O3S,404.4815,3618,,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,0,,0,0,0,0,0,0,0,0,0
C19H23N5O3S,401.4826,25688,,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,0,,0,0,0,0,0,0,0,0,0
C26H21N3O,391.4644,25163,,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1,0,,0,0,0,0,0,0,0,0,0
C23H26N2O2,362.4647,26173,,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,0,,0,0,0,0,0,0,0,0,0
C7H6O,106.1219,134,,O=Cc1ccccc1,0,,0,0,0,0,0,0,0,0,0
C9H12N2O7P2,322.1483,28705,,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O,0,,0,0,0,0,0,0,0,0,0
C14H15F3N3O6P,409.2544,26093,,O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O,0,,0,0,0,0,0,0,0,0,0
C7H15Cl2N2O2P,261.086,760,,O=P1(NCCCl)OCCCN1CCCl,0,,0,0,0,0,0,0,0,0,0
C17H25N3O2S,335.4643,24289,,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0,,0,0,0,0,0,0,0,0,0
C8H13N3O4S,247.2715,3676,,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0,,0,1,0,0,1,0,0,0,0
C11H15NO4S,257.3061,3011,,CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,0,,0,0,0,0,0,0,0,0,0
