DSSTox_CID,SMILES,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD,SR-HSE
24462,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,0,0,0,0,0,0,0,1,0,1,1,0
27711,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,0,0,0,0,0,0,0,1,0,1,1,0
3884,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O,0,0,0,0,0,0,0,1,0,1,1,0
549,CN1CCC(O)(c2ccc(F)cc2)C(C(=O)c2ccc(F)cc2)C1,0,0,0,0,0,0,0,1,0,1,1,0
2058,CCC(=O)c1ccc(O)cc1,0,0,0,0,0,0,0,1,0,1,1,0
26225,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21,0,0,0,0,0,0,0,1,0,1,1,0
28777,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0,0,0,0,0,0,0,1,0,1,1,0
2443,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,0,0,0,0,0,0,1,0,1,1,0
17220,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0,0,0,0,0,0,0,1,0,1,1,0
21366,COC[C@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@H]1C.O=C(O)/C=C\C(=O)O,0,0,0,0,0,0,0,1,0,1,1,0
26091,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,0,0,0,0,0,0,0,1,0,1,1,0
58,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)C=CC(=O)O,0,0,0,0,0,0,0,1,0,1,1,0
4275,O=C(O)c1cc(=O)c2ccccc2o1,0,0,0,0,0,0,0,1,0,1,1,0
3549,Cc1cc(CC(=O)O)c(C)n1-c1ccc(Cl)cc1,0,0,0,0,0,0,0,1,0,1,1,0
1151,O=C(O)CCCCC1CCSS1,0,0,1,0,0,0,0,1,0,1,1,0
5504,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,0,0,1,0,0,0,0,1,0,1,1,0
29121,CCOC(=O)c1cc(=O)c2c(OCC(COc3cccc4oc(C(=O)OCC)cc(=O)c34)OC(=O)[C@@H](N)CCCCN)cccc2o1,0,0,1,0,0,0,0,1,0,1,1,0
13472,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,0,0,1,0,0,0,0,1,0,1,1,0
27471,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,0,0,1,0,0,0,0,1,0,1,1,0
9120,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,0,0,1,0,0,0,0,1,0,1,1,0
27938,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0,0,1,0,0,0,0,1,0,1,1,0
7872,O=C1NS(=O)(=O)c2ccccc21,0,0,1,0,0,0,0,1,0,1,1,0
25378,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0,0,1,0,0,0,0,1,0,1,1,0
24922,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,0,0,1,0,0,0,0,1,0,1,1,0
13033,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,0,0,1,0,0,0,0,1,0,1,1,0
12492,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0,0,1,0,0,0,0,1,0,1,1,0
28654,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0,0,1,0,0,0,0,1,0,1,1,0
21645,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,0,0,1,0,0,0,0,1,0,1,1,0
4357,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,0,0,1,0,0,0,0,1,0,1,1,0
16502,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,0,0,1,0,0,0,0,1,0,1,1,0
17708,O=S(=O)(O)c1cc(I)c(O)c2ncccc12,0,0,1,0,0,0,0,1,0,1,1,0
28142,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,0,0,1,0,0,0,0,1,0,1,1,0
1092,CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,0,0,1,0,0,0,0,1,0,1,1,0
434,O=C(O)c1ccccc1S,0,0,1,0,0,0,0,1,0,1,1,0
6645,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1,0,1,0,0,0,0,1,0,1,1,0
20350,CC(C(O)c1ccccc1)N(C)C/C=C/c1ccccc1,1,0,1,0,0,0,0,1,0,1,1,0
11368,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,1,0,1,0,0,0,0,1,0,1,1,0
14533,Cc1ncc(CO)c(C=O)c1O,1,0,1,0,0,0,0,1,0,1,1,0
2887,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,1,0,1,0,0,0,0,1,0,1,1,0
25474,Cc1cc(O)c(C)c(C)c1O,1,0,1,0,0,0,0,1,0,1,1,0
12818,O=C(O)c1cc(O)c(O)c(O)c1,1,0,1,0,0,0,0,1,0,1,1,0
3229,COc1cc(O)cc(O)c1,1,0,1,0,0,0,0,1,0,1,1,0
3381,N#CC(C#N)=Cc1ccc(O)c(O)c1,1,0,1,0,0,0,0,1,0,1,1,0
26274,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,1,0,1,0,0,0,0,1,0,1,1,0
3310,N[C@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,1,0,1,0,0,0,0,1,0,1,1,0
13326,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,1,0,1,0,0,0,0,1,0,1,1,0
15274,O=S(=O)(O)O.Oc1ccc(C(O)CNCCCCCCNCC(O)c2ccc(O)c(O)c2)cc1O,1,0,1,0,0,0,0,1,0,1,1,0
165,CC=Cc1ccc(O)c(OC)c1,1,0,1,0,0,0,0,1,0,1,1,0
21965,C=CCc1ccc(O)c(OC)c1,1,0,1,0,0,0,0,1,0,1,1,0
12588,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,1,0,1,0,0,0,0,1,0,1,1,0
23838,COc1ccc(O)cc1,1,0,1,0,0,0,0,1,0,1,1,0
14876,Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,1,0,1,0,0,0,0,1,0,1,1,0
5298,O=C1CCCc2c(O)cccc21,1,0,1,0,0,0,0,1,0,1,1,0
29275,Oc1cccc2[nH]ccc12,1,0,1,0,0,0,0,1,0,1,1,0
10696,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1,0,1,0,0,0,0,1,0,1,1,0
27190,O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,0,1,0,0,0,0,1,0,1,1,0
2546,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,1,0,1,0,0,0,0,1,0,1,1,0
25083,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,1,0,1,0,0,0,0,1,0,1,1,0
31271,Oc1c(Br)cc(Br)c2cccnc12,1,0,1,0,0,0,0,1,0,1,1,0
21235,Cc1ccc(O)c2ncccc12,1,0,1,0,0,0,0,1,0,1,1,0
17022,Oc1ccc(Cl)c2cccnc12,1,0,1,0,0,0,0,1,0,1,1,0
4697,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC.Cl.Cl,1,0,1,0,0,0,0,1,0,1,1,0
6094,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12.Cl,1,0,1,0,0,0,0,1,0,1,1,0
20146,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,1,0,1,0,0,0,0,1,0,1,1,0
24493,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,1,0,1,0,0,0,0,1,0,1,1,0
25149,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,1,0,1,0,0,0,0,1,0,1,1,0
4776,COc1cc(C=C2CCCC(=Cc3ccc(O)c(OC)c3)C2=O)ccc1O,1,0,1,0,0,0,0,1,0,1,1,0
8842,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,1,0,1,0,0,0,0,1,0,1,1,0
5692,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1,0,1,0,0,0,0,1,0,1,1,0
27252,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,1,0,1,0,0,0,0,1,0,1,1,0
13914,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1,0,1,0,0,0,0,1,0,1,1,0
27812,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,1,0,1,0,0,0,0,1,0,1,1,0
9907,CC(=O)O[Hg]c1ccccc1,1,0,1,0,0,0,0,1,0,1,1,0
25670,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,1,0,1,0,0,0,0,1,0,1,1,0
20689,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,1,0,1,0,0,0,0,1,0,1,1,0
26591,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1,1,0,1,0,0,0,0,1,0,1,1,0
24557,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,1,0,1,0,0,0,0,1,0,1,1,0
27583,CNCCCC1c2ccccc2C=Cc2ccccc21.Cl,1,0,1,0,0,0,0,1,0,1,1,0
2477,CNCCCN1c2ccccc2CCc2ccccc21.Cl,1,0,1,0,0,0,0,1,0,1,1,0
1578,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1,0,1,0,0,0,0,1,0,1,1,0
27397,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.CS(=O)(=O)O.CS(=O)(=O)O,1,0,1,0,0,0,0,1,0,1,1,0
1447,CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,1,0,1,0,0,0,0,1,0,1,1,0
5513,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,1,0,1,0,0,0,0,1,0,1,1,1
25638,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1,0,1,0,0,0,0,1,0,1,1,1
31427,N=C(N)NN=C(C=Cc1ccc([N+](=O)[O-])o1)C=Cc1ccc([N+](=O)[O-])o1,1,0,1,0,0,0,0,1,0,1,1,1
1322,CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,1,0,1,0,0,0,0,1,0,1,1,1
653,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],1,0,1,0,0,0,0,1,0,1,1,1
25943,CCN1C(=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21.[I-],1,0,1,0,0,0,0,1,0,1,1,1
25204,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I.[Na+].[Na+],1,0,1,0,0,0,0,1,0,1,1,1
25583,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+],1,0,1,0,0,0,0,1,0,1,1,1
3363,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,1,0,1,0,0,0,0,1,0,1,1,1
1333,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,1,0,1,0,0,0,0,1,0,1,1,1
1332,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1.Cl.Cl,1,0,1,0,0,0,0,1,0,1,1,1
26274,Cl.O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,1,0,1,0,0,0,0,1,0,1,1,1
6181,COC(=O)c1nc(Cl)c(Cl)nc1N,1,0,1,0,0,0,0,1,0,1,1,1
25490,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1,0,1,0,0,0,0,1,0,1,1,1
31491,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1,0,1,0,0,0,0,1,0,1,1,1
26619,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,1,0,1,0,0,0,0,1,0,1,1,1
