,DSSTox_CID,SR-p53,SMILES
405,21656,0.0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
406,9749,0.0,CN(C)C(=S)SC(=S)N(C)C
407,687,0.0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
408,28953,0.0,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F
409,3900,0.0,N=C(Nc1ccccc1)Nc1ccccc1
410,20329,0.0,COc1ccc(C(=O)c2ccccc2)c(O)c1
411,8117,0.0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
412,3831,0.0,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
413,26871,0.0,O=C(O)/C=C/C(=O)O.c1ccc(C(O[C@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1
414,354,0.0,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
415,4366,0.0,COc1cc(O)cc(O)c1
416,286,0.0,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
417,2731,0.0,O=S(=O)(O)c1ccc(O)cc1
418,16504,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
419,2009,0.0,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O
420,5605,0.0,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C
421,24722,0.0,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1
422,14287,0.0,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
423,28177,0.0,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
424,29128,0.0,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
425,15203,0.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
426,414,0.0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
427,2551,0.0,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
428,24781,0.0,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC
429,13448,0.0,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O.Cl
430,4003,0.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl
431,17279,0.0,COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2.Cl
432,29073,0.0,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl
433,27462,0.0,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
434,26806,0.0,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
435,21569,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
436,7149,0.0,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1
437,3351,0.0,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
438,1951,0.0,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1
439,13003,0.0,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32
440,5534,0.0,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
441,22095,0.0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
442,25156,0.0,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1
443,6299,0.0,CC[n+]1ccccc1.[Br-]
444,3746,0.0,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+]
445,27761,0.0,O=C([N-]S(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl.[Na+]
446,24975,0.0,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl
447,22271,0.0,Cl.Cl.NCCNc1cccc2ccccc12
448,6089,0.0,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1.Cl
449,20666,0.0,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
450,1158,0.0,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]
451,28996,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
452,25527,0.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
453,1606,0.0,C#CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O
454,4876,0.0,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
455,27715,0.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
456,7649,0.0,Brc1c2ccccc2cc2ccccc12
457,25352,0.0,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-]
458,27062,0.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
459,6693,0.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
460,12355,0.0,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
461,27298,0.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1
462,4730,0.0,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O
463,27571,0.0,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
464,20445,0.0,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
465,26695,0.0,CNc1ccc([N+](=O)[O-])cc1
466,9556,0.0,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O
467,4554,0.0,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O
468,5928,0.0,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1
469,24885,0.0,O=C(O)C1C2CCC(O2)C1C(=O)O
470,2444,0.0,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+]
471,11956,0.0,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C
472,13054,0.0,C=CC(=C)C
473,16227,0.0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
474,46,0.0,Nc1cccc(O)c1
475,24355,0.0,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC
476,26478,0.0,[Cl-].[Cl-].[Cu+2]
477,14157,0.0,ICCc1ccccc1
478,12540,0.0,COc1cc(C=O)cc2c1[C@H](COC(N)=O)[C@]1(OC(C)=O)ON2C[C@H]2[C@@H]1N2C(C)=O
479,25294,0.0,CC=Cc1ccc(O)c(OC)c1
480,26287,0.0,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O
481,625,0.0,O=NN([O-])c1ccccc1.[NH4+]
482,1292,0.0,CCCCC(CC)COC(=O)C=Cc1ccc(OC)cc1
483,6771,0.0,CCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
484,4103,0.0,O=C(c1ccccc1)c1ccc(O)c(O)c1O
485,17131,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
486,7521,0.0,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-]
487,5276,0.0,Cc1coc2c1CCC(C)C2
488,26199,0.0,CCCCC(=O)Cl
489,27367,0.0,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
490,7405,0.0,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C.[Na+]
491,25466,0.0,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)[O-])O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4OC4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C.[NH4+]
492,27249,0.0,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O
493,25411,0.0,Br.C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CCc1ccccc1
494,24461,0.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-]
495,3288,0.0,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1.Cl
496,21413,0.0,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.Cl
497,27940,0.0,Cl.F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2
498,5047,0.0,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl
499,25832,0.0,O=C(CCl)C(Cl)Cl
500,9360,0.0,O=Cc1ccccc1C=O
501,746,0.0,OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O
502,4628,0.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
503,23885,0.0,CC[Hg]Sc1ccccc1C(=O)[O-].[Na+]
504,15008,0.0,CN(C)C(=S)[S-].[Na+]
505,21483,0.0,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
506,14460,0.0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
507,26997,0.0,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
508,2099,0.0,CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1
509,14826,0.0,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
510,6225,0.0,CCOc1cc(-c2nccc3cc(OC)c(OC)cc23)cc(OCC)c1OCC
511,7022,0.0,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1.Cl.Cl
512,2944,0.0,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl
513,6121,0.0,CN(C)c1ccc(N=O)cc1
514,24834,0.0,Nc1ccc(O)cc1
515,14714,0.0,CC(=O)Nc1ccc(C(=O)CCl)cc1
516,8,0.0,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
517,7471,0.0,O=c1c2ccccc2[se]n1-c1ccccc1
518,10177,0.0,Oc1cccc2cccnc12
519,465,0.0,Oc1ccc(OCc2ccccc2)cc1
520,4259,0.0,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
521,21884,0.0,CN1CSC(=S)N(C)C1
522,13330,0.0,S=c1[nH]cnc2[nH]cnc12
523,5473,0.0,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+]
524,3689,0.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)[O-])c1.[Na+]
525,13754,0.0,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
526,3035,0.0,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1
527,7205,0.0,C[Hg]Cl
528,8002,0.0,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2
529,28829,0.0,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
530,17717,0.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl
531,9653,0.0,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
532,22351,0.0,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(Cl)cc21
533,22004,0.0,Cl.Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1
534,2796,0.0,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl
535,7766,0.0,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
536,11626,0.0,C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
537,26591,1.0,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
538,25678,1.0,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O
539,28977,1.0,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
540,25861,1.0,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1
541,26778,1.0,CS(=O)(=O)O.O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1
542,28493,1.0,O=C(N[C@@H](c1ccccc1)[C@@H]1CCCCN1)c1cccc(C(F)(F)F)c1Cl
543,2933,1.0,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
544,20362,1.0,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1
545,20713,1.0,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N
546,23897,1.0,N#CSc1ccc(N)c([N+](=O)[O-])c1
547,4827,1.0,N=C1NC(=N)c2cc3ccccc3cc21
548,17186,1.0,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCCNC(=N)N)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1.O=S(=O)(O)O.O=S(=O)(O)O
549,22462,1.0,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
550,1373,1.0,COc1ccc(N)cc1N.O=S(=O)(O)O
551,24381,1.0,CCCCOC(=O)c1ccc(N)cc1
552,20579,1.0,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O
553,26880,1.0,O=C(CCCCCCC(=O)Nc1ccccc1)NO
554,5035,1.0,O=C(CCl)Nc1ccccc1
555,14181,1.0,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
556,7795,1.0,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O
557,21422,1.0,CNC(=O)Oc1ccccc1C(=O)Nc1ccccc1
558,26445,1.0,O=C1C(=Cc2cccs2)CCCC1=Cc1cccs1
559,29065,1.0,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1
560,278,1.0,O=C/C(Cl)=C(/Cl)C(=O)O
561,21070,1.0,CCCCCCCCCCCCCCCCCCOCC(O)CO
562,3198,1.0,Oc1ccc(Cl)cc1Cc1ccccc1
563,25848,1.0,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
564,31,1.0,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
565,5035,1.0,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-]
566,12581,1.0,O=S(=O)([O-])c1cc(O)c2c(N=Nc3ccc(Nc4ccccc4)c4c(S(=O)(=O)[O-])cccc34)cc(S(=O)(=O)[O-])cc2c1.[Na+].[Na+].[Na+]
567,28659,1.0,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)[O-])c3O[C@H]2C[C@H]1O.[Na+]
568,25678,1.0,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
569,26363,1.0,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
570,27821,1.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
571,2934,1.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
572,4882,1.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
573,4274,1.0,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
574,1243,1.0,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C
575,29350,1.0,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
576,26308,1.0,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
577,21985,1.0,C#CCN(C)CCCOc1ccc(Cl)cc1Cl.Cl
578,26008,1.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl
579,26872,1.0,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1Cl.Cl
580,20678,1.0,Cl.O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
581,27817,1.0,O=C1OC(O)C(C(Cl)Cl)=C1Cl
582,6076,1.0,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
583,1342,1.0,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
584,6137,1.0,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1
585,811,1.0,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
586,278,1.0,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2
587,20980,1.0,CCC1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)OC2C1C
588,5805,1.0,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1
589,23777,1.0,CNCCCC12CCC(c3ccccc31)c1ccccc12
590,17731,1.0,CNCCCCOc1ccccc1Cc1ccccc1
591,3296,1.0,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1
592,20547,1.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
593,1285,1.0,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I
594,28873,1.0,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
595,26429,1.0,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12
596,4457,1.0,CCOC(=O)c1cccc(N)c1.CS(=O)(=O)O
597,21268,1.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
598,3196,1.0,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
599,1715,1.0,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
600,29000,1.0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
601,20668,1.0,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
602,28616,1.0,O=C1c2ccccc2-c2n[nH]c3cccc1c23
603,3909,1.0,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1
604,11800,1.0,Oc1c(Br)cc(Br)c2cccnc12
605,27304,1.0,CCCCCc1ccc(C)cc1O
606,1248,1.0,CCCCOC(=O)c1ccc(O)cc1
607,319,1.0,Oc1cccc2cccnc12
608,690,1.0,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
609,3224,1.0,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
610,3638,1.0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
611,28164,1.0,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
612,3492,1.0,Br.C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1
613,3492,1.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br
614,419,1.0,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
615,1788,1.0,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
616,2161,1.0,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
617,2162,1.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
618,29086,1.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
619,31,1.0,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
620,5540,1.0,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
621,5485,1.0,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O
622,4458,1.0,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1.Cl
623,26576,1.0,Cl.N=C(N)NC(=N)NCCc1ccccc1
624,12061,1.0,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl
625,6314,1.0,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1.Cl
626,243,1.0,CC(=O)C(Cl)(Cl)Cl
627,1385,1.0,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
628,690,1.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
629,28919,1.0,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1
630,6190,1.0,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
