,DSSTox_CID,NR-ER-LBD,SMILES
424,25119,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
425,24717,0.0,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12
426,4491,0.0,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
427,28777,0.0,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
428,24656,0.0,CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21
429,29303,0.0,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
430,24408,0.0,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl
431,22466,0.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
432,4972,0.0,CCCCCCCCn1sc(Cl)c(Cl)c1=O
433,7400,0.0,CN(C)c1ccc(N=O)cc1
434,2161,0.0,CN(C)CCCN1c2ccccc2CCc2ccccc21
435,12624,0.0,CN(C)CCOC(c1ccccc1)c1ccccc1
436,23918,0.0,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
437,27163,0.0,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
438,25498,0.0,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
439,1899,0.0,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1
440,4631,0.0,CNC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F
441,28136,0.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
442,23767,0.0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
443,7928,0.0,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1
444,3520,0.0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21
445,13101,0.0,NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1
446,20413,1.0,CCCCNC(=O)OCC#CI
447,22499,1.0,O=C(O)c1ccccc1O.Oc1cccc2cccnc12
448,25204,1.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O
449,22224,1.0,C=CC(=O)OCC(C)OCC(C)OCC(C)OC(=O)C=C
450,22123,1.0,O1[As]2O[As]3O[As]1O[As](O2)O3
451,5998,1.0,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
452,1301,1.0,CC(C)(C)CC(C)(C)c1ccc(O)cc1
453,5065,1.0,CC(C)(C)CC(C)(C)c1ccccc1O
454,115,1.0,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O
455,26872,1.0,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]
456,27592,1.0,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3.[Na+]
457,28690,1.0,CC1(C)C(/C=C\C=C/C=C\C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21.[Na+]
458,7795,1.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1.[Na+]
459,22264,1.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
460,22124,1.0,O=[N+]([O-])C=Cc1ccccc1
461,1150,1.0,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
462,14187,1.0,Oc1c(Br)c(Br)c(Br)c(Br)c1Br
463,7292,1.0,CCNC(=O)/C=C/c1cccc(Br)c1
464,26308,1.0,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
465,17028,1.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
466,7773,1.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
467,26429,1.0,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1
468,28117,1.0,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1
469,345,1.0,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
470,6314,1.0,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
471,16515,1.0,CC(C)Nc1ccc(Nc2ccccc2)cc1
472,21461,1.0,COc1cc(NCCCC(C)N)c2ncccc2c1
473,1333,1.0,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
474,2525,1.0,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
475,24549,1.0,CCCC[Sn](CCCC)(CCCC)CCCC
476,24379,1.0,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O.Cl
477,375,1.0,Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
478,7292,1.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl
479,5540,1.0,COc1cccc(-c2ccc(/C=C\CN3CCCCCC3)cc2Cl)c1.Cl
480,21367,1.0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl
481,6314,1.0,Cl.O.c1cnc2c(c1)ccc1cccnc12
482,26867,1.0,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
483,1031,1.0,O=C(Nc1cccc(Cl)c1)OCC#CCCl
484,2508,1.0,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O
485,28653,1.0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
486,28476,1.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
487,1464,1.0,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1
488,24525,1.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
489,5599,1.0,COc1ccc(-c2cc(=S)ss2)cc1
490,7926,1.0,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
491,26922,1.0,CC(C)(O)c1cnn2c(-c3ccc(F)c(-c4c(F)cccc4C#N)c3)cnc2n1
492,28505,1.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
493,28768,1.0,O=C(CCCCCCC(=O)Nc1ccccc1)NO
494,1409,1.0,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1
495,26788,1.0,O=C(O)CC(O)(CC(=O)O)C(=O)O.Oc1cccc2cccnc12
496,27315,1.0,Cc1cccc(C)c1Nc1ncccc1C(=O)O
497,2934,1.0,CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12
498,11980,1.0,O=C1c2ccccc2C(=O)N1SC1CCCCC1
499,6314,1.0,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl
500,10636,1.0,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1
501,1150,1.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
502,22129,1.0,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I.[Na+].[Na+]
503,319,1.0,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]
504,22500,1.0,CN(C)C(=S)[S-].[Na+]
505,266,1.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
506,20725,1.0,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1
507,983,1.0,Br.NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
508,1239,1.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
509,2393,1.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
510,1478,1.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1
511,13382,1.0,Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O
512,18666,1.0,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
513,12551,1.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
514,26903,1.0,CCOc1ccc([N+](=O)[O-])cc1
515,7926,1.0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl
516,811,1.0,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O.Cl
517,27861,1.0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl
518,1667,1.0,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
519,2742,1.0,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
520,2742,1.0,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC
521,27775,1.0,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
522,1237,1.0,COc1ccc(C=CC(=O)OCCC(C)C)cc1
523,25081,1.0,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1
524,8015,1.0,CCOC(=O)c1ccc(N)cc1
525,2360,1.0,Nc1ncnc2[nH]cnc12
526,7925,1.0,Cc1cc(=O)oc2cc(O)ccc12.O
527,1462,1.0,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
528,24936,1.0,O=C(CS)Nc1ccccc1
529,1071,1.0,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
530,17717,1.0,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
531,653,1.0,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
532,2880,1.0,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
533,5997,1.0,O=C1C(=O)c2ncccc2-c2cccnc21
534,27949,1.0,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
535,6655,1.0,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-]
536,3549,1.0,Oc1c(I)cc(Cl)c2cccnc12
537,27871,1.0,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
538,1460,1.0,C[C@H]1CCCC(=O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1
539,1994,1.0,Cc1cc(=O)oc2cc(O)ccc12
540,28479,1.0,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
541,3216,1.0,CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1.[I-]
542,2523,1.0,COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1.[Na+]
543,1125,1.0,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2
544,576,1.0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
545,27433,1.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
546,6081,1.0,c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1
547,2394,1.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
548,2315,1.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
549,26970,1.0,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
550,2437,1.0,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1.Cl.Cl
551,24519,1.0,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl
552,1118,1.0,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl
553,1680,1.0,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
554,5540,1.0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
555,2883,1.0,ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl
556,28590,1.0,O=C(Nc1ccccc1)Nc1ccnc(Cl)c1
557,3652,1.0,CN(C)C(=S)SC(=S)N(C)C
558,2360,1.0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
559,717,1.0,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
560,27821,1.0,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F
561,26192,1.0,O=C1C(I)=CC(=C(c2cc(I)c(O)c(I)c2)c2ccccc2C(=O)O)C=C1I
562,1368,1.0,N=C(Nc1ccccc1)Nc1ccccc1
563,21997,1.0,OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O
564,25867,1.0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
565,20268,1.0,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21
566,26754,1.0,O=C(O)/C=C/C(=O)O.c1ccc(C(O[C@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1
567,3001,1.0,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
568,2777,1.0,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
569,209,1.0,Oc1c(I)cc(Cl)c2cccnc12
570,24514,1.0,CCCCCCCOC(=O)c1ccc(O)cc1
571,2898,1.0,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
572,28911,1.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
573,5257,1.0,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O
574,372,1.0,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C
575,2364,1.0,CCCCCCCCCCCC[N+](C)(C)C.[Cl-]
576,28899,1.0,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
577,9055,1.0,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1
578,861,1.0,O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
579,1577,1.0,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
580,2394,1.0,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
581,13664,1.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
582,573,1.0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
583,24836,1.0,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
584,2442,1.0,Cc1cc(O)c(Cl)c(C)c1Cl
585,433,1.0,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
586,372,1.0,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC
587,782,1.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl
588,24817,1.0,COc1cc2c(cc1OC)C(C(C(=O)N(CCc1ccc(OC)c(OC)c1OC)CCc1ccc(OC)c(OC)c1OC)c1ccccc1)=NCC2.Cl
589,27939,1.0,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl
590,2345,1.0,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC
591,2345,1.0,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
592,12390,1.0,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
593,11980,1.0,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1
594,2999,1.0,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
595,27569,1.0,CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1
596,17739,1.0,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1
597,576,1.0,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
598,17728,1.0,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32
599,182,1.0,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1
600,2329,1.0,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
601,5436,1.0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
602,26806,1.0,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
603,25367,1.0,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1
604,2308,1.0,CCCCCCc1ccc(O)cc1O
605,20712,1.0,C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
606,27347,1.0,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[Li+]
607,27871,1.0,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+]
608,1371,1.0,O=C([N-]S(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl.[Na+]
609,26480,1.0,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
610,379,1.0,c1ccc([Hg]c2ccccc2)cc1
611,26478,1.0,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC.Cl
612,28638,1.0,Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
613,20770,1.0,Cl.N[C@@H](Cc1cnc[nH]1)C(=O)O
614,9055,1.0,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1.Cl
615,28870,1.0,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
616,614,1.0,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
617,3000,1.0,COc1ccc(C(=O)Nc2nc3ccccc3c(NCc3ccccc3)c2C#N)cc1
618,3004,1.0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
619,3352,1.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
620,18939,1.0,C#CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O
621,28869,1.0,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
622,2998,1.0,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
623,3794,1.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
624,3276,1.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
625,28789,1.0,O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21
626,3350,1.0,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O
627,3350,1.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
628,16496,1.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
629,2381,1.0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
630,2527,1.0,CCCCCCCCOc1ccc(C(=O)O)cc1
631,1084,1.0,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
632,2999,1.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
633,28879,1.0,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
634,26553,1.0,CC(C)Cc1ccc(C(C)C(=O)O)cc1
635,28868,1.0,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O
636,380,1.0,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
637,2536,1.0,CNc1ccc([N+](=O)[O-])cc1
638,26608,1.0,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O
639,28593,1.0,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O
640,3094,1.0,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1
641,25960,1.0,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
642,1188,1.0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
643,2315,1.0,Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C
644,5983,1.0,C/C=C(C)/C=C/C=C(C)C
645,2999,1.0,C=CC(=C)C
646,5892,1.0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
647,433,1.0,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
648,27325,1.0,N#CCC#N
649,3669,1.0,Nc1cccc(O)c1
650,432,1.0,CCCCCCCCCCCCCOP(=O)(O)O
651,27937,1.0,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)O)cc1
652,25852,1.0,[Cl-].[Cl-].[Cu+2]
653,28910,1.0,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br
654,1602,1.0,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O
655,4523,1.0,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
656,27477,1.0,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O
657,25086,1.0,COc1cc(C=O)cc2c1[C@H](COC(N)=O)[C@]1(OC(C)=O)ON2C[C@H]2[C@@H]1N2C(C)=O
658,2525,1.0,O=C(CCl)c1ccc(Cl)cc1Cl
659,2523,1.0,OCCN1CCNCC1
660,27933,1.0,O=NN([O-])c1ccccc1.[NH4+]
661,5231,1.0,CCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
