,DSSTox_CID,NR-Aromatase,SMILES
405,1243,1.0,Oc1c(Br)cc(Br)c2cccnc12
406,12690,1.0,CCCCCc1ccc(C)cc1O
407,391,1.0,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O
408,12500,1.0,Br.C[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCc1ccccc1
409,20980,1.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC
410,23777,1.0,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12
411,6900,1.0,CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
412,3296,1.0,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
413,26429,1.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
414,4457,1.0,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
415,3582,1.0,Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
416,26488,1.0,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
417,5226,1.0,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1
418,9871,1.0,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl
419,28533,1.0,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1.Cl
420,20599,1.0,Cl.N=C(N)NC(=N)NCCc1ccccc1
421,25447,1.0,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl
422,26853,1.0,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1.Cl
423,27869,1.0,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
424,29085,1.0,CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1
425,3492,1.0,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
426,3492,1.0,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
427,14956,1.0,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
428,23909,1.0,CCCOC(=O)c1ccc(N)cc1
429,25452,1.0,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
430,29139,1.0,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
431,2161,1.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
432,7292,1.0,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
433,4151,1.0,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O
434,6101,1.0,Cc1ccc(S(=O)(=O)O)cc1.NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1
435,31,1.0,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
436,22260,1.0,O=S(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O
437,14187,1.0,CCCCCCc1ccc(O)cc1O
438,558,1.0,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.O.O.O.[Cl-]
439,1464,1.0,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+]
440,20757,1.0,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1
441,28698,1.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
442,25631,1.0,CC(C)NCC(O)COc1ccccc1-n1cccc1
443,28505,1.0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
444,312,1.0,Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1
445,26658,1.0,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C.Cl
446,29106,1.0,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@@H]1C.Cl
447,1301,1.0,Cl.Cl.N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1
448,26091,1.0,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1
449,3550,1.0,Cl.Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1
450,5258,1.0,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.Cl
451,2843,1.0,CCCCc1cc2ccccc2c(OCCN(C)C)n1.Cl
452,4457,1.0,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1.Cl
453,27895,1.0,CNCCCN1c2ccccc2CCc2ccccc21.Cl
454,3652,1.0,Cl.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
455,26448,1.0,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl
456,25529,1.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
457,14181,1.0,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21
458,21851,1.0,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
459,18877,1.0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
460,28533,1.0,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C
461,20980,1.0,CS(=O)(=O)O.Cc1ccc2c(c1)c1c3n2CCNC3CCC1
462,2934,1.0,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O
463,14186,1.0,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
464,4151,1.0,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\N([Co+]C[C@H]5O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]5O)C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])O[C@H]4[C@@H](O)[C@@H](n5cnc6cc(C)c(C)cc65)O[C@@H]4CO)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O
465,22478,1.0,C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
466,26092,1.0,COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O
467,425,1.0,COc1cc2c(cc1OC)[C@@H](c1ccccc1)CN(C)CC2.O=C(O)/C=C\C(=O)O
468,14662,1.0,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2CC1
469,27931,1.0,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
470,1320,1.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
471,29084,1.0,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O
472,13382,1.0,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
473,18666,1.0,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1
474,27922,1.0,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
475,12551,1.0,C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O
476,20484,1.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
477,1327,1.0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
478,2742,1.0,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+]
479,2742,1.0,CCN(CC)c1ccc(N=Nc2ccc(S(=O)(=O)N(C)C)cc2)c(S(=O)(=O)NCC[n+]2ccccc2)c1.[Cl-]
480,27775,1.0,O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
481,3673,1.0,CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1.[Na+]
482,25701,1.0,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O
483,27330,1.0,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1
484,26274,1.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
485,653,1.0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
486,3296,1.0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
487,24758,1.0,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C
488,2880,1.0,CC(C)NC[C@@H](O)COc1cccc2ccccc12
489,5997,1.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F
490,25168,1.0,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C
491,27889,1.0,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12
492,25831,1.0,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@@]2(C)C(C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
493,23765,1.0,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1.Cl
494,26112,1.0,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O.Cl
495,653,1.0,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl
496,25781,1.0,COc1cc(C[C@H](C)N)c(OC)cc1Br.Cl
497,27268,1.0,CCc1cc(OC)c(C[C@@H](C)N)cc1OC.Cl
498,28479,1.0,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl
499,26835,1.0,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl
500,1314,1.0,Cl.O=S(=O)(c1cccc2cnccc12)N1CCCNCC1
501,26919,1.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
502,25769,1.0,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
503,25952,1.0,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
504,2369,1.0,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
505,27446,1.0,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2
506,20320,1.0,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12
507,9868,1.0,CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
508,24303,1.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2
509,12573,1.0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2.CS(=O)(=O)O
510,26970,1.0,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C.O=C(O)/C=C\C(=O)O
511,28132,1.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
512,14250,1.0,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43
513,22019,1.0,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1
514,4882,1.0,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
515,3796,1.0,N=C(N)NCc1cccc(I)c1.N=C(N)NCc1cccc(I)c1.O=S(=O)(O)O
516,24519,1.0,CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO
517,14186,1.0,O.O=C(O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O
518,688,1.0,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
519,2598,1.0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
520,2369,1.0,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
521,25144,1.0,C[C@@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C.O=C(O)/C=C/C(=O)O
522,2883,1.0,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O
523,3262,1.0,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O
524,6081,1.0,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
525,26454,1.0,CN(C)CCOc1ccccc1Cc1ccccc1.Nc1ccc(C(=O)O)c(O)c1
526,510,1.0,Cc1cccc(Nc2ccccc2C(=O)O)c1C
527,14250,1.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
528,25601,1.0,COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC
529,25943,1.0,CCOC(=O)[C@]1(c2ccccc2)Oc2ccccc2[C@@H]1N
530,28583,1.0,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12
531,4624,1.0,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCCCl)OCCCl)ccc12
532,26437,1.0,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O
533,26691,1.0,OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1
534,5600,1.0,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1cccnc1
535,18922,1.0,Oc1ccc2ccc3cccc4ccc1c2c34
536,26817,1.0,CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCCC(=O)[O-].[Ca+2]
537,3319,1.0,C[N+](C)(C)CC(=O)O.[Cl-]
538,27598,1.0,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1.O.O.O.[Na+].[Na+]
539,3796,1.0,Cc1cc(C)c(NC(=O)C[C@H](CC(=O)[O-])c2cccc3ccccc23)c(C(=O)N2CCC3(CCCC3)CC2)c1.[Na+]
540,25490,1.0,O=C([O-])c1cc2cc(Cc3cccnc3)ccc2o1.[Na+]
541,4235,1.0,Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1.[Na+]
542,25615,1.0,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccccc1.[Na+]
543,1237,1.0,O=C(O)c1cccc(/C=C2/C[C@@H]3[C@@H](/C=C/[C@@H](O)C4CCCCC4)[C@H](O)C[C@@H]3O2)c1.[Na+]
544,4270,1.0,OCCCCCCCCCCCCBr
545,27362,1.0,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1
546,22256,1.0,CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O
547,18298,1.0,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2
548,4235,1.0,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
549,14590,1.0,CCC1(c2cnc[nH]2)Cc2ccccc2C1
550,3652,1.0,Cl.c1ccc2c(c1)CCCC2C1=NCCN1
551,1316,1.0,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl
552,28148,1.0,Cc1cccc(C)c1OCC(C)N.Cl
553,27892,1.0,COc1ccc(OC)c(C(O)C(C)N)c1.Cl
554,12390,1.0,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1
555,27849,1.0,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1.Cl
556,3581,1.0,Nc1nc2cc(Cl)ccc2o1
557,27928,1.0,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
558,636,1.0,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
559,4002,1.0,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F
560,1299,1.0,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1
561,27919,1.0,CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1
562,3652,1.0,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
563,27870,1.0,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
564,24960,1.0,NC(=O)NO
565,6065,1.0,NC(=S)NS(=O)(=O)c1ccc(N)cc1
566,4280,1.0,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.O=C(O)/C=C\C(=O)O
567,12683,1.0,Nc1nc2nc[nH]c2c(=S)[nH]1
568,20684,1.0,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
569,20484,1.0,CC(=O)N1C[C@H](O)C[C@H]1C(=O)O
570,25091,1.0,CC(=O)N[C@@H](CCC(=O)O)C(=O)O
571,25743,1.0,Cc1cccc(C)c1NC(=O)c1ccccc1C(=O)O
572,26665,1.0,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O
573,25119,1.0,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
574,25676,1.0,CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1
575,26428,1.0,O=C1CCC(=O)N1CO
576,27357,1.0,CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1
577,25930,1.0,CCCCCC[n+]1ccccc1.[Br-]
578,26555,1.0,CCCCCC[n+]1ccccc1.[Cl-]
579,5715,1.0,CC(C)=CCC1=C(O)C(=O)c2ccccc2C1=O
580,12192,1.0,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13
581,433,1.0,Cc1nc(-c2ccccn2)ncc1C(=O)Nn1cc(C)c2cc(F)ccc21
582,26459,1.0,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl
583,27477,1.0,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1
584,241,1.0,Cc1oc2c(NC(=O)c3c(Cl)cccc3Cl)cccc2c1C(C)(C)O
585,3796,1.0,Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1
586,2607,1.0,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
587,11458,1.0,O=C(N[C@@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1
588,784,1.0,O=C(O)c1cccc(N(Cc2cccnc2)c2ccc(OC(F)F)c(OC(F)F)c2)c1
589,917,1.0,CCCCCCCCCCCSCC(=O)O
590,12398,1.0,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl
591,3817,1.0,CCCCCCCCn1cc[n+](C)c1.[Cl-]
592,561,1.0,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1
593,28533,1.0,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O
594,12113,1.0,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
595,4245,1.0,CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O
596,10636,1.0,CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl
597,20372,1.0,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
598,29376,1.0,NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21
599,4687,1.0,O=[Se]=O
600,1299,1.0,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
601,27272,1.0,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
602,12390,1.0,CCOP(=O)(Sc1ccccc1)Sc1ccccc1
603,4046,1.0,O=C(NS(=O)(=O)/C=C/c1cccs1)c1ccc(F)cc1Br
604,4211,1.0,Oc1ccc(Nc2ccccc2)cc1
605,12344,1.0,C=CC(=O)OCCOc1ccccc1
606,28808,1.0,Cc1ccc([N+](=O)[O-])cc1C
607,21983,1.0,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
608,3622,1.0,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl.O.O
609,12113,1.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl
610,22,1.0,CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1
611,2448,1.0,CCC(=O)Nc1ccc(Cl)c(Cl)c1
612,14769,1.0,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
613,29101,1.0,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
614,3037,1.0,Nc1nc2nc[nH]c2c(=S)[nH]1
615,1191,1.0,O=C1C(=O)c2cccc3cccc1c23
616,26255,1.0,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
617,614,1.0,CCC1CCC(CCC(=O)O)C1
618,26923,1.0,O=C(c1ccccc1)c1cc(Cl)ccc1O
619,14113,1.0,CCCCC(CC)COP(=O)(O)O
620,28701,1.0,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)[O-])[C@H]2CC1.[Na+]
621,28999,1.0,O=C([O-])c1ccc2c(c1)nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1.[Na+]
622,3202,1.0,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br
623,25698,1.0,CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1
624,26481,1.0,CC(C)OC(=O)CCCCC(=O)OC(C)C
625,14113,1.0,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1
626,25691,1.0,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
627,26841,1.0,CCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F
628,1299,1.0,NC(=O)c1cccnc1
629,25217,1.0,Nc1ccc(C(=O)OCCCOC(=O)c2ccc(N)cc2)cc1
630,2403,1.0,CC1(C)[C@H](/C=C2\CCSC2=O)[C@@H]1C(=O)OCc1coc(Cc2ccccc2)c1
631,25160,1.0,Oc1ccc(Cl)c(Cl)c1Cl
632,768,1.0,O=C(c1ccccc1)c1ccc(O)c(O)c1O
633,241,1.0,CSCCCN=C=S
634,25220,1.0,CCCCCC[n+]1ccccc1.[I-]
635,28769,1.0,CCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
636,4046,1.0,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc1.[Na+]
637,21794,1.0,CCCCCCCCCCCCOS(=O)(=O)[O-].[NH4+]
638,12376,1.0,Brc1c2ccccc2c(Br)c2ccccc12
639,22137,1.0,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1
640,4259,1.0,C1COC1
641,1312,1.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
642,54,1.0,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1
643,22,1.0,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
644,674,1.0,CCCCC/C=C/C=C/C=O
645,10423,1.0,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl
646,12417,1.0,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
647,17571,1.0,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
648,11121,1.0,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1
649,8008,1.0,NCCNCCN
650,5299,1.0,CC(=O)Nc1ccc(C)cc1
651,5864,1.0,COC(=O)/C=C(\C)OP(=O)(OC)OC
652,275,1.0,Oc1cc(Cl)c(Cl)cc1Cl
