,DSSTox_CID,NR-AhR,SMILES
423,13101,0.0,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21.Cl
424,18762,0.0,CN(C)C(=S)SSC(=S)N(C)C
425,24471,0.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
426,28695,0.0,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
427,21816,0.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
428,1602,0.0,N#CSCSC#N
429,4721,0.0,Nc1ccc(O)cc1
430,5969,0.0,O=C(O)C1(c2ccc3c(c2)OC[C@H](Cc2ccc(-c4ccccc4)cc2)[C@H]3O)CCCC1
431,15209,0.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
432,25808,0.0,O=C1C=CC(=O)N1
433,19657,0.0,O=c1c(-c2ccccc2)c1-c1ccccc1
434,21657,0.0,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(S(=O)(=O)C(F)(F)F)cc1
435,4207,0.0,Cc1ccc(O)c2ncccc12
436,21151,0.0,CCCCCCCCCOC(=O)c1ccc(O)cc1
437,5275,0.0,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
438,2560,0.0,[Cd+2].[Cl-].[Cl-]
439,7781,0.0,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[n-]2)c1C.[Na+]
440,6623,0.0,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
441,22053,0.0,O=CC(Br)(Br)Br
442,21041,0.0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
443,5817,0.0,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
444,26785,0.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
445,6562,0.0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
446,25083,0.0,CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12
447,3673,0.0,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
448,20441,0.0,C=C[C@]1(C)C[C@@H](OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
449,12954,0.0,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O
450,3349,0.0,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
451,14575,0.0,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
452,5400,0.0,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
453,20614,0.0,Cl[V](Cl)(C1C=CC=C1)C1C=CC=C1
454,27085,0.0,CCCCCCCCn1sc(Cl)c(Cl)c1=O
455,12579,0.0,CN(C)c1ccc(N=O)cc1
456,22611,0.0,CN(C)CCCN1c2ccccc2CCc2ccccc21
457,3110,0.0,CN(C)CCOC(c1ccccc1)c1ccccc1
458,330,0.0,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
459,28883,0.0,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O
460,25389,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
461,28646,0.0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
462,18856,0.0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
463,4797,0.0,O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1
464,14222,0.0,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
465,2329,0.0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21
466,5638,0.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
467,26036,0.0,NCc1cccc(C2CCN(C(=O)c3ccc(C#Cc4ccccc4F)o3)CC2)c1
468,17580,0.0,CCCCCCCC/C=C\CCCCCCCC(=O)N(C)CC(=O)O
469,5707,0.0,CCCCNC(=O)OCC#CI
470,25974,0.0,O=C(O)c1ccccc1O.Oc1cccc2cccnc12
471,24879,0.0,C=CC(=O)OCC(C)OCC(C)OCC(C)OC(=O)C=C
472,3294,0.0,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
473,5869,0.0,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
474,24997,0.0,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C
475,28353,0.0,O1[As]2O[As]3O[As]1O[As](O2)O3
476,11291,0.0,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O
477,25751,0.0,CC(C)(C)CC(C)(C)c1ccc(O)cc1
478,2445,0.0,CC(C)(C)CC(C)(C)c1ccccc1O
479,13754,0.0,Cc1cc(O)c2c3c4c(cc(O)c13)C(C)(C)C(=O)c1c(O)cc(O)c(c1-4)C2=O
480,7165,0.0,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
481,20747,0.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
482,26286,0.0,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]
483,24763,0.0,[Na+].[Na+].[O-]c1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1[O-]
484,1870,0.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
485,7825,0.0,O=[N+]([O-])C=Cc1ccccc1
486,1059,0.0,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2]
487,3552,0.0,Oc1c(Br)c(Br)c(Br)c(Br)c1Br
488,7074,0.0,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O
489,28528,0.0,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31
490,12386,0.0,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O
491,17494,0.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
492,25705,0.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
493,4158,0.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
494,22241,0.0,CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1
495,1426,0.0,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
496,29272,0.0,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
497,21885,0.0,COc1cc(NCCCC(C)N)c2ncccc2c1
498,7889,0.0,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O
499,754,0.0,Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
500,3786,0.0,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl
501,24325,0.0,COc1cccc(-c2ccc(/C=C\CN3CCCCCC3)cc2Cl)c1.Cl
502,25657,0.0,Cl.O.c1cnc2c(c1)ccc1cccnc12
503,27645,0.0,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
504,4085,0.0,O=C(Nc1cccc(Cl)c1)OCC#CCCl
505,24540,0.0,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
506,2139,0.0,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O
507,24721,0.0,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O
508,3059,0.0,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
509,11956,0.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
510,3191,0.0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
511,26888,0.0,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
512,29107,0.0,CS(=O)(=O)O.N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12
513,1354,0.0,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
514,11626,0.0,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1.O
515,28589,0.0,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O
516,2220,0.0,O=C(CCCCCCC(=O)Nc1ccccc1)NO
517,10258,0.0,O=C(O)CC(O)(CC(=O)O)C(=O)O.Oc1cccc2cccnc12
518,7362,0.0,Cc1cccc(C)c1Nc1ncccc1C(=O)O
519,28812,0.0,O=C1c2ccccc2C(=O)N1SC1CCCCC1
520,6169,0.0,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl
521,26945,0.0,O=C(OCc1ccccc1)c1ccc(O)cc1
522,11493,0.0,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
523,21459,0.0,O=S(=O)([O-])c1ccc(Nc2nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccc(S(=O)(=O)[O-])cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)nc(N(CCO)CCO)n2)cc1.[Na+].[Na+].[Na+].[Na+]
524,14699,0.0,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I.[Na+].[Na+]
525,15542,0.0,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]
526,26131,0.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
527,4047,0.0,O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1
528,2054,0.0,O=[N+]([O-])O[Cd]O[N+](=O)[O-]
529,1654,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
530,17732,0.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
531,9474,0.0,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1
532,4262,0.0,Cc1ccc(O)c(-n2nc3ccccc3n2)c1
533,27536,0.0,Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O
534,13513,0.0,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
535,24580,0.0,Cc1ccccc1CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
536,5242,0.0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
537,14347,0.0,CCOc1ccc([N+](=O)[O-])cc1
538,22180,0.0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl
539,29315,0.0,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O.Cl
540,3845,0.0,CC(CN1c2ccccc2Sc2cccnc21)N(C)C.Cl
541,14933,0.0,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl
542,6369,0.0,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
543,9246,0.0,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
544,15423,0.0,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC
545,7550,0.0,CNc1ccc(O)cc1.CNc1ccc(O)cc1.O=S(=O)(O)O
546,27129,0.0,CCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
547,26570,0.0,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1
548,9688,0.0,Cc1cc(=O)oc2cc(O)ccc12.O
549,4506,0.0,O=C(CS)Nc1ccccc1
550,6519,0.0,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1
551,6840,0.0,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12
552,1755,0.0,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
553,5330,0.0,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
554,282,0.0,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
555,29145,0.0,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
556,3012,0.0,CC1=CC(=O)c2ccccc2C1=O
557,7749,0.0,O=C1C(=O)c2ncccc2-c2cccnc21
558,2898,0.0,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-]
559,24819,0.0,Oc1c(I)cc(Cl)c2cccnc12
560,25547,0.0,CC(C)CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
561,24950,0.0,Cc1cc(=O)oc2cc(O)ccc12
562,9815,0.0,O=C(Nc1ccccc1)c1cc(Cl)ccc1O
563,9160,0.0,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]
564,4938,0.0,CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1.[I-]
565,1305,0.0,COc1ccc2sc(C(=O)Nc3nnn[n-]3)c(OC(C)C)c2c1.[Na+]
566,5112,0.0,Cc1[nH]nc2c1N=C(c1ccccc1Cl)c1cc([N+](=O)[O-])ccc1N2
567,27846,0.0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
568,6083,0.0,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
569,24863,0.0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C
570,6882,0.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
571,24001,0.0,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
572,529,0.0,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1
573,807,0.0,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccncc1.Cl.Cl
574,863,0.0,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21.Cl
575,129,0.0,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl
576,3901,0.0,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
577,27755,0.0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
578,3733,0.0,O=C(Nc1ccccc1)Nc1ccnc(Cl)c1
579,23709,0.0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
580,4979,0.0,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1
581,5183,0.0,O=C1C(I)=CC(=C(c2cc(I)c(O)c(I)c2)c2ccccc2C(=O)O)C=C1I
582,44,0.0,N=C(Nc1ccccc1)Nc1ccccc1
583,13595,0.0,OC[C@H]1OC(S[Au])[C@H](O)[C@@H](O)[C@@H]1O
584,28275,0.0,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1
585,14150,0.0,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
586,3413,0.0,Oc1c(I)cc(Cl)c2cccnc12
587,23945,0.0,CCCCCCCOC(=O)c1ccc(O)cc1
588,2608,0.0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
589,27266,0.0,CCCCCCCCCCCC[N+](C)(C)C.[Cl-]
590,21082,0.0,O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1
591,15008,0.0,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
592,28546,0.0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
593,24204,0.0,Cc1cc(O)c(Cl)c(C)c1Cl
594,25120,0.0,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
595,3618,0.0,Cc1cc(N=Nc2ccccc2C)ccc1N
596,14288,0.0,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC
597,27372,0.0,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O.Cl
598,25462,0.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl
599,13563,0.0,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl
600,89,0.0,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
601,26975,0.0,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
602,5132,0.0,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1
603,16999,0.0,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O
604,4700,0.0,CCCCN(CCCC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1
605,7321,0.0,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1
606,26700,0.0,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
607,25595,0.0,CO/C=C(/C(=O)OC)c1ccccc1COc1cccc(C(F)(F)F)n1
608,910,0.0,CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C
609,5548,0.0,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
610,21777,0.0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
611,6605,0.0,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
612,23876,0.0,CCCCCCc1ccc(O)cc1O
613,12642,0.0,CC[n+]1ccccc1.[Br-]
614,21299,0.0,C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
615,26523,0.0,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[Li+]
616,24910,0.0,O=C([N-]S(=O)(=O)/C=C/c1ccccc1)c1ccc(F)cc1Cl.[Na+]
617,20699,0.0,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
618,5465,0.0,Cl.Cl.NCCNc1cccc2ccccc12
619,957,0.0,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
620,10636,0.0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
621,6423,0.0,COc1ccc(C(=O)Nc2nc3ccccc3c(NCc3ccccc3)c2C#N)cc1
622,15341,0.0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F
623,9568,0.0,C#CCC1=C(C)[C@H](OC(=O)[C@H]2[C@H](C=C(C)C)C2(C)C)CC1=O
624,27163,0.0,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O
625,26837,0.0,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
626,21399,0.0,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
627,27335,0.0,Brc1c2ccccc2cc2ccccc12
628,9026,0.0,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)O
629,24381,0.0,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
630,399,0.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
631,7637,0.0,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
632,21722,0.0,CCCCCCCCCCCCCCC(Br)C(=O)O
633,14113,0.0,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1
634,26455,0.0,O=c1cc(-c2ccccc2)oc2ccccc12
635,446,0.0,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
636,20399,0.0,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
637,24489,0.0,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1
638,7393,0.0,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O
639,17131,0.0,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
640,2835,0.0,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@H]4C=CC(C4)[C@@H]3C1(Cl)C2(Cl)Cl
641,594,0.0,C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O
642,7953,0.0,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O
643,5078,0.0,C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1
644,2089,0.0,O=C(O)C1C2CCC(O2)C1C(=O)O
645,6944,0.0,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
646,12998,0.0,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+]
647,9125,0.0,C/C=C(C)/C=C/C=C(C)C
648,649,0.0,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
649,2010,0.0,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl
650,10782,0.0,CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1
651,8000,0.0,CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F
